Entity	Annotation	Status	Provenance
http://af.dbpedia.org/resource/Duitse_Demokratiese_Republiek	East_Germany	ER	url
http://als.dbpedia.org/resource/Deutsche_Demokratische_Republik	East_Germany	ER	url
http://an.dbpedia.org/resource/Republica_Democratica_Alemana	East_Germany	ER	url
http://ar.dbpedia.org/resource/ألمانيا_الشرقية	East_Germany	ER	url
http://arz.dbpedia.org/resource/المانيا_الشرقيه	East_Germany	ER	url
http://ast.dbpedia.org/resource/República_Democrática_Alemana	East_Germany	ER	url
http://az.dbpedia.org/resource/Almaniya_Demokratik_Respublikası	East_Germany	ER	url
http://be-x-old.dbpedia.org/resource/Нямецкая_Дэмакратычная_Рэспубліка	East_Germany	ER	url
http://be.dbpedia.org/resource/Германская_Дэмакратычная_Рэспубліка	East_Germany	ER	url
http://bg.dbpedia.org/resource/Германска_демократична_република	East_Germany	OK	url
http://bn.dbpedia.org/resource/পূর্ব_জার্মানি	East_Germany	ER	url
http://br.dbpedia.org/resource/Republik_Demokratel_Alamagn	East_Germany	ER	url
http://bs.dbpedia.org/resource/Njemačka_demokratska_republika	East_Germany	ER	url
http://ca.dbpedia.org/resource/República_Democràtica_Alemanya	East_Germany	OK	page
http://ckb.dbpedia.org/resource/ئاڵمانیای_ڕۆژھەڵات	Uncertain	ER	url
http://cs.dbpedia.org/resource/Německá_demokratická_republika	East_Germany	OK	page
http://cv.dbpedia.org/resource/Германи_Демократиллĕ_Республики	East_Germany	ER	url
http://cy.dbpedia.org/resource/Gweriniaeth_Ddemocrataidd_yr_Almaen	East_Germany	ER	url
http://da.dbpedia.org/resource/DDR	Uncertain	ER	url
http://dbpedia.org/resource/East_Germany	East_Germany	OK	page
http://de.dbpedia.org/resource/Deutsche_Demokratische_Republik	East_Germany	ER	url
http://diq.dbpedia.org/resource/Cumhuriyetê_Almanyayo_Demokratik	East_Germany	ER	url
http://el.dbpedia.org/resource/Λαϊκή_Δημοκρατία_της_Γερμανίας	East_Germany	OK	page
http://eo.dbpedia.org/resource/Germana_Demokratia_Respubliko	East_Germany	OK	url
http://es.dbpedia.org/resource/República_Democrática_Alemana	East_Germany	OK	page
http://et.dbpedia.org/resource/Saksa_Demokraatlik_Vabariik	East_Germany	ER	url
http://eu.dbpedia.org/resource/Alemaniako_Errepublika_Demokratikoa	East_Germany	OK	page
http://fa.dbpedia.org/resource/جمهوری_دمکراتیک_آلمان	East_Germany	ER	url
http://fi.dbpedia.org/resource/Saksan_demokraattinen_tasavalta	East_Germany	ER	url
http://fr.dbpedia.org/resource/République_démocratique_allemande	East_Germany	ER	url
http://fy.dbpedia.org/resource/Dútske_Demokratyske_Republyk	East_Germany	ER	url
http://gl.dbpedia.org/resource/República_Democrática_Alemá	East_Germany	ER	url
http://he.dbpedia.org/resource/גרמניה_המזרחית	East_Germany	ER	url
http://hr.dbpedia.org/resource/Njemačka_Demokratska_Republika	East_Germany	ER	url
http://hu.dbpedia.org/resource/Német_Demokratikus_Köztársaság	East_Germany	ER	url
http://hy.dbpedia.org/resource/Գերմանիայի_Դեմոկրատական_Հանրապետություն	East_Germany	ER	url
http://id.dbpedia.org/resource/Jerman_Timur	East_Germany	OK	page
http://io.dbpedia.org/resource/Est-Germania	East_Germany	ER	url
http://is.dbpedia.org/resource/Austur-Þýskaland	East_Germany	ER	url
http://it.dbpedia.org/resource/Repubblica_Democratica_Tedesca	East_Germany	ER	url
http://ja.dbpedia.org/resource/ドイツ民主共和国	East_Germany	OK	page
http://jv.dbpedia.org/resource/Jerman_Wétan	East_Germany	ER	url
http://ka.dbpedia.org/resource/გერმანიის_დემოკრატიული_რესპუბლიკა	East_Germany	ER	url
http://ko.dbpedia.org/resource/독일_민주_공화국	East_Germany	OK	page
http://ku.dbpedia.org/resource/Komara_Demokratîk_a_Almanyayê	East_Germany	ER	url
http://la.dbpedia.org/resource/Res_publica_Democratica_Germanica	East_Germany	ER	url
http://lt.dbpedia.org/resource/Vokietijos_Demokratinė_Respublika	East_Germany	ER	url
http://lv.dbpedia.org/resource/Vācijas_Demokrātiskā_Republika	East_Germany	ER	url
http://mk.dbpedia.org/resource/Германска_Демократска_Република	East_Germany	ER	url
http://ml.dbpedia.org/resource/കിഴക്കൻ_ജർമ്മനി	East_Germany	ER	url
http://mr.dbpedia.org/resource/पूर्व_जर्मनी	East_Germany	ER	url
http://ms.dbpedia.org/resource/Jerman_Timur	East_Germany	ER	url
http://my.dbpedia.org/resource/ဂျာမန်ဒီမိုကရက်တစ်သမ္မတနိုင်ငံ	East_Germany	ER	url
http://mzn.dbpedia.org/resource/شرقی_آلمان	East_Germany	ER	url
http://nds.dbpedia.org/resource/Düütsche_Demokraatsche_Republiek	East_Germany	ER	url
http://nl.dbpedia.org/resource/Duitse_Democratische_Republiek	East_Germany	OK	page
http://nn.dbpedia.org/resource/Den_tyske_demokratiske_republikken	East_Germany	ER	url
http://no.dbpedia.org/resource/Den_tyske_demokratiske_republikk	East_Germany	ER	url
http://oc.dbpedia.org/resource/Republica_Democratica_Alemanda	East_Germany	ER	url
http://pl.dbpedia.org/resource/Niemiecka_Republika_Demokratyczna	East_Germany	ER	url
http://pnb.dbpedia.org/resource/چڑھدا_جرمنی	Uncertain	ER	url
http://pt.dbpedia.org/resource/Alemanha_Oriental	East_Germany	OK	page
http://qu.dbpedia.org/resource/Aliman_Dimukratiku_Republika	Uncertain	ER	url
http://ro.dbpedia.org/resource/Republica_Democrată_Germană	East_Germany	ER	url
