Entity	Annotation	Status	Provenance	link
http://an.dbpedia.org/resource/Categor%C3%ADa:Politica_de_Chap%C3%B3n				=hyperlink("http://an.dbpedia.org/resource/Categor%C3%ADa:Politica_de_Chap%C3%B3n")
http://an.dbpedia.org/resource/Categoría:Politica_de_Chapón				=hyperlink("http://an.dbpedia.org/resource/Categoría:Politica_de_Chapón")
http://ar.dbpedia.org/resource/تصنيف:سياسة_اليابان				=hyperlink("http://ar.dbpedia.org/resource/تصنيف:سياسة_اليابان")
http://ast.dbpedia.org/resource/Categoría:Política_de_Xapón				=hyperlink("http://ast.dbpedia.org/resource/Categoría:Política_de_Xapón")
http://az.dbpedia.org/resource/Kateqoriya:Yaponiyada_siyasət				=hyperlink("http://az.dbpedia.org/resource/Kateqoriya:Yaponiyada_siyasət")
http://be-x-old.dbpedia.org/resource/Катэгорыя:Японская_палітыка				=hyperlink("http://be-x-old.dbpedia.org/resource/Катэгорыя:Японская_палітыка")
http://bg.dbpedia.org/resource/Категория:Политика_на_Япония				=hyperlink("http://bg.dbpedia.org/resource/Категория:Политика_на_Япония")
http://br.dbpedia.org/resource/Rummad:Politikerezh_Japan				=hyperlink("http://br.dbpedia.org/resource/Rummad:Politikerezh_Japan")
http://bs.dbpedia.org/resource/Kategorija:Politika_Japana				=hyperlink("http://bs.dbpedia.org/resource/Kategorija:Politika_Japana")
http://ca.dbpedia.org/resource/Categoria:Política_del_Japó				=hyperlink("http://ca.dbpedia.org/resource/Categoria:Política_del_Japó")
http://cs.dbpedia.org/resource/Kategorie:Japonská_politika				=hyperlink("http://cs.dbpedia.org/resource/Kategorie:Japonská_politika")
http://cy.dbpedia.org/resource/Categori:Gwleidyddiaeth_Japan				=hyperlink("http://cy.dbpedia.org/resource/Categori:Gwleidyddiaeth_Japan")
http://da.dbpedia.org/resource/Kategori:Japans_politik				=hyperlink("http://da.dbpedia.org/resource/Kategori:Japans_politik")
http://dbpedia.org/resource/Category:Politics_of_Japan				=hyperlink("http://dbpedia.org/resource/Category:Politics_of_Japan")
http://de.dbpedia.org/resource/Kategorie:Politik_(Japan)				=hyperlink("http://de.dbpedia.org/resource/Kategorie:Politik_(Japan)")
http://eo.dbpedia.org/resource/Kategorio:Politiko_de_Japanio				=hyperlink("http://eo.dbpedia.org/resource/Kategorio:Politiko_de_Japanio")
http://es.dbpedia.org/resource/Categoría:Política_de_Japón				=hyperlink("http://es.dbpedia.org/resource/Categoría:Política_de_Japón")
http://eu.dbpedia.org/resource/Kategoria:Japoniako_politika				=hyperlink("http://eu.dbpedia.org/resource/Kategoria:Japoniako_politika")
http://fa.dbpedia.org/resource/رده:سیاست_در_ژاپن				=hyperlink("http://fa.dbpedia.org/resource/رده:سیاست_در_ژاپن")
http://fi.dbpedia.org/resource/Luokka:Japanin_politiikka				=hyperlink("http://fi.dbpedia.org/resource/Luokka:Japanin_politiikka")
http://fr.dbpedia.org/resource/Catégorie:Politique_au_Japon				=hyperlink("http://fr.dbpedia.org/resource/Catégorie:Politique_au_Japon")
http://fr.dbpedia.org/resource/Catégorie:Politique_du_Japon				=hyperlink("http://fr.dbpedia.org/resource/Catégorie:Politique_du_Japon")
http://gl.dbpedia.org/resource/Categoría:Política_do_Xapón				=hyperlink("http://gl.dbpedia.org/resource/Categoría:Política_do_Xapón")
http://he.dbpedia.org/resource/קטגוריה:יפן:_פוליטיקה				=hyperlink("http://he.dbpedia.org/resource/קטגוריה:יפן:_פוליטיקה")
http://hr.dbpedia.org/resource/Kategorija:Politika_Japana				=hyperlink("http://hr.dbpedia.org/resource/Kategorija:Politika_Japana")
http://hu.dbpedia.org/resource/Kategória:Japán_politikája				=hyperlink("http://hu.dbpedia.org/resource/Kategória:Japán_politikája")
http://id.dbpedia.org/resource/Kategori:Politik_di_Jepang				=hyperlink("http://id.dbpedia.org/resource/Kategori:Politik_di_Jepang")
http://is.dbpedia.org/resource/Flokkur:Japönsk_stjórnmál				=hyperlink("http://is.dbpedia.org/resource/Flokkur:Japönsk_stjórnmál")
http://it.dbpedia.org/resource/Categoria:Politica_del_Giappone				=hyperlink("http://it.dbpedia.org/resource/Categoria:Politica_del_Giappone")
http://ja.dbpedia.org/resource/Category:日本の政治				=hyperlink("http://ja.dbpedia.org/resource/Category:日本の政治")
http://ka.dbpedia.org/resource/კატეგორია:იაპონიის_პოლიტიკა				=hyperlink("http://ka.dbpedia.org/resource/კატეგორია:იაპონიის_პოლიტიკა")
http://ko.dbpedia.org/resource/분류:일본의_정치				=hyperlink("http://ko.dbpedia.org/resource/분류:일본의_정치")
http://lt.dbpedia.org/resource/Kategorija:Japonijos_politinė_sistema				=hyperlink("http://lt.dbpedia.org/resource/Kategorija:Japonijos_politinė_sistema")
http://lv.dbpedia.org/resource/Kategorija:Japānas_politika				=hyperlink("http://lv.dbpedia.org/resource/Kategorija:Japānas_politika")
http://mk.dbpedia.org/resource/Категорија:Политика_на_Јапонија				=hyperlink("http://mk.dbpedia.org/resource/Категорија:Политика_на_Јапонија")
http://ms.dbpedia.org/resource/Kategori:Politik_Jepun				=hyperlink("http://ms.dbpedia.org/resource/Kategori:Politik_Jepun")
http://nl.dbpedia.org/resource/Categorie:Politiek_in_Japan				=hyperlink("http://nl.dbpedia.org/resource/Categorie:Politiek_in_Japan")
http://no.dbpedia.org/resource/Kategori:Japansk_politikk				=hyperlink("http://no.dbpedia.org/resource/Kategori:Japansk_politikk")
http://pl.dbpedia.org/resource/Kategoria:Polityka_Japonii				=hyperlink("http://pl.dbpedia.org/resource/Kategoria:Polityka_Japonii")
http://pt.dbpedia.org/resource/Categoria:Política_do_Japão				=hyperlink("http://pt.dbpedia.org/resource/Categoria:Política_do_Japão")
http://ro.dbpedia.org/resource/Categorie:Politica_Japoniei				=hyperlink("http://ro.dbpedia.org/resource/Categorie:Politica_Japoniei")
http://ru.dbpedia.org/resource/Категория:Политика_Японии				=hyperlink("http://ru.dbpedia.org/resource/Категория:Политика_Японии")
http://sh.dbpedia.org/resource/Kategorija:Politika_Japana				=hyperlink("http://sh.dbpedia.org/resource/Kategorija:Politika_Japana")
http://simple.dbpedia.org/resource/Category:Politics_of_Japan				=hyperlink("http://simple.dbpedia.org/resource/Category:Politics_of_Japan")
http://sk.dbpedia.org/resource/Kategória:Politika_v_Japonsku				=hyperlink("http://sk.dbpedia.org/resource/Kategória:Politika_v_Japonsku")
http://sl.dbpedia.org/resource/Kategorija:Politika_Japonske				=hyperlink("http://sl.dbpedia.org/resource/Kategorija:Politika_Japonske")
http://sr.dbpedia.org/resource/Категорија:Политика_Јапана				=hyperlink("http://sr.dbpedia.org/resource/Категорија:Политика_Јапана")
http://sv.dbpedia.org/resource/Kategori:Politik_i_Japan				=hyperlink("http://sv.dbpedia.org/resource/Kategori:Politik_i_Japan")
http://tl.dbpedia.org/resource/Kategorya:Politika_ng_Hapon				=hyperlink("http://tl.dbpedia.org/resource/Kategorya:Politika_ng_Hapon")
http://tr.dbpedia.org/resource/Kategori:Japonya'da_siyaset				=hyperlink("http://tr.dbpedia.org/resource/Kategori:Japonya'da_siyaset")
http://uk.dbpedia.org/resource/Категорія:Політика_Японії				=hyperlink("http://uk.dbpedia.org/resource/Категорія:Політика_Японії")
http://ur.dbpedia.org/resource/زمرہ:جاپان_کی_سیاست				=hyperlink("http://ur.dbpedia.org/resource/زمرہ:جاپان_کی_سیاست")
http://vi.dbpedia.org/resource/Thể_loại:Chính_trị_Nhật_Bản				=hyperlink("http://vi.dbpedia.org/resource/Thể_loại:Chính_trị_Nhật_Bản")
http://www.wikidata.org/entity/Q6163632				=hyperlink("http://www.wikidata.org/entity/Q6163632")
http://zh-min-nan.dbpedia.org/resource/Category:Ji̍t-pún_chèng-tī				=hyperlink("http://zh-min-nan.dbpedia.org/resource/Category:Ji̍t-pún_chèng-tī")
http://zh-yue.dbpedia.org/resource/Category:日本政治				=hyperlink("http://zh-yue.dbpedia.org/resource/Category:日本政治")
http://zh.dbpedia.org/resource/Category:日本政治				=hyperlink("http://zh.dbpedia.org/resource/Category:日本政治")
http://ar.dbpedia.org/resource/%D8%AA%D8%B5%D9%86%D9%8A%D9%81:%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86				=hyperlink("http://ar.dbpedia.org/resource/%D8%AA%D8%B5%D9%86%D9%8A%D9%81:%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86")
http://be.dbpedia.org/resource/Катэгорыя:Палітыка_Японіі				=hyperlink("http://be.dbpedia.org/resource/Катэгорыя:Палітыка_Японіі")
http://commons.dbpedia.org/resource/Category:Politics_of_Japan				=hyperlink("http://commons.dbpedia.org/resource/Category:Politics_of_Japan")
http://el.dbpedia.org/resource/Κατηγορία:Πολιτική_της_Ιαπωνίας				=hyperlink("http://el.dbpedia.org/resource/Κατηγορία:Πολιτική_της_Ιαπωνίας")
http://hy.dbpedia.org/resource/Կատեգորիա:Ճապոնիայի_քաղաքականություն				=hyperlink("http://hy.dbpedia.org/resource/Կատեգորիա:Ճապոնիայի_քաղաքականություն")
http://ast.dbpedia.org/resource/Categor%C3%ADa:Pol%C3%ADtica_de_Xap%C3%B3n				=hyperlink("http://ast.dbpedia.org/resource/Categor%C3%ADa:Pol%C3%ADtica_de_Xap%C3%B3n")
