Entity,Label
"http://af.dbpedia.org/resource/Bandon,_Oregon",b
"http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)",b
http://ca.dbpedia.org/resource/Bandon_(Oregon),b
"http://dbpedia.org/resource/Bandon,_Oregon",b
http://es.dbpedia.org/resource/Bandon_(Oregón),b
http://fa.dbpedia.org/resource/بندن،_اورگن,b
"http://ht.dbpedia.org/resource/Bandon,_Oregon",b
"http://io.dbpedia.org/resource/Bandon,_Oregon",b
http://kk.dbpedia.org/resource/Бандон_(Орегон),b
http://nl.dbpedia.org/resource/Bandon_(Oregon),b
http://pt.dbpedia.org/resource/Bandon_(Oregon),b
http://th.dbpedia.org/resource/แบนดัน_(รัฐออริกอน),b
http://uz.dbpedia.org/resource/Bandon_(Oregon),b
http://vo.dbpedia.org/resource/Bandon,b
http://www.wikidata.org/entity/Q2088015,b
http://af.dbpedia.org/resource/Boergondi%C3%AB_(gewes),g
http://af.dbpedia.org/resource/Boergondië_(gewes),g
http://als.dbpedia.org/resource/Burgund,g
http://an.dbpedia.org/resource/Borgonya,g
http://ar.dbpedia.org/resource/بورجندي_(منطقة_فرنسية),g
http://ar.dbpedia.org/resource/بورغوني_(منطقة_فرنسية),g
http://az.dbpedia.org/resource/Burqon,g
http://az.dbpedia.org/resource/Burqundiya,g
http://be-x-old.dbpedia.org/resource/Бургундыя,g
http://be.dbpedia.org/resource/Бургундыя,g
http://bg.dbpedia.org/resource/Бургундия_(регион),g
http://bn.dbpedia.org/resource/বুর্‌গোইন,g
http://br.dbpedia.org/resource/Bourgogn,g
http://bs.dbpedia.org/resource/Bourgogne,g
http://ca.dbpedia.org/resource/Borgonya,g
http://ceb.dbpedia.org/resource/Bourgogne,g
http://cs.dbpedia.org/resource/Burgundsko,g
http://cv.dbpedia.org/resource/Бургунди,g
http://cy.dbpedia.org/resource/Bourgogne,g
http://da.dbpedia.org/resource/Bourgogne,g
http://dbpedia.org/resource/Burgundy,g
http://dbpedia.org/resource/Burgundy_(French_region),g
http://de.dbpedia.org/resource/Burgund,g
http://el.dbpedia.org/resource/Βουργουνδία,g
http://eo.dbpedia.org/resource/Burgonjo,g
http://es.dbpedia.org/resource/Borgoña,g
http://et.dbpedia.org/resource/Burgundia,g
http://eu.dbpedia.org/resource/Borgoina,g
http://fa.dbpedia.org/resource/بورگوین,g
http://fi.dbpedia.org/resource/Burgundi,g
http://fr.dbpedia.org/resource/Bourgogne,g
http://fy.dbpedia.org/resource/Boergonje_(regio),g
http://gl.dbpedia.org/resource/Borgoña,g
http://gl.dbpedia.org/resource/Borgoña_-_Bourgogne,g
http://he.dbpedia.org/resource/בורגון,g
http://hi.dbpedia.org/resource/बरगंडी,g
http://hr.dbpedia.org/resource/Burgundija,g
http://hu.dbpedia.org/resource/Burgundia,g
http://hy.dbpedia.org/resource/Բուրգունդիա,g
http://id.dbpedia.org/resource/Bourgogne,g
http://io.dbpedia.org/resource/Burgundia,g
