Entity	Annotation	Status	Provenance
http://an.dbpedia.org/resource/Categor%C3%ADa:Politica_fiscal	Category:Fiscal_policy	ER	url
http://an.dbpedia.org/resource/Categoría:Politica_fiscal	Category:Fiscal_policy	ER	url
http://ar.dbpedia.org/resource/تصنيف:سياسة_مالية	Category:Fiscal_policy	ER	url
http://bg.dbpedia.org/resource/Категория:Фискална_политика	Category:Fiscal_policy	OK	page
http://dbpedia.org/resource/Category:Fiscal_policy	Category:Fiscal_policy	OK	page
http://de.dbpedia.org/resource/Kategorie:Fiskalpolitik	Category:Fiscal_policy	ER	url
http://es.dbpedia.org/resource/Categoría:Política_fiscal	Category:Fiscal_policy	OK	url
http://eu.dbpedia.org/resource/Kategoria:Politika_fiskala	Category:Fiscal_policy	OK	page
http://fa.dbpedia.org/resource/رده:سیاست_مالی	Category:Fiscal_policy	ER	url
http://fi.dbpedia.org/resource/Luokka:Finanssipolitiikka	Category:Fiscal_policy	ER	url
http://ms.dbpedia.org/resource/Kategori:Dasar_fiskal	Category:Fiscal_policy	ER	url
http://nl.dbpedia.org/resource/Categorie:Fiscaal_beleid	Category:Fiscal_policy	OK	url
http://sl.dbpedia.org/resource/Kategorija:Fiskalna_politika	Category:Fiscal_policy	ER	url
http://sv.dbpedia.org/resource/Kategori:Finanspolitik	Category:Fiscal_policy	OK	url
http://th.dbpedia.org/resource/หมวดหมู่:นโยบายการคลัง	Category:Fiscal_policy	ER	url
http://vi.dbpedia.org/resource/Thể_loại:Chính_sách_tài_chính	Category:Fiscal_policy	ER	url
http://war.dbpedia.org/resource/Kaarangay:Polisiya_fiscal	Category:Fiscal_policy	ER	url
http://www.wikidata.org/entity/Q6453410	Category:Fiscal_policy	OK	page
http://ar.dbpedia.org/resource/%D8%AA%D8%B5%D9%86%D9%8A%D9%81:%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D9%85%D8%A7%D9%84%D9%8A%D8%A9	Category:Fiscal_policy	ER	url
http://eo.dbpedia.org/resource/Kategorio:Fiska_politiko	Category:Fiscal_policy	OK	url
http://ro.dbpedia.org/resource/Categorie:Politică_fiscală	Category:Fiscal_policy	ER	url
http://zh.dbpedia.org/resource/Category:財政政策	Category:Fiscal_policy	ER	url
http://bg.dbpedia.org/resource/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%A4%D0%B8%D1%81%D0%BA%D0%B0%D0%BB%D0%BD%D0%B0_%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0	Category:Fiscal_policy	ER	url
http://da.dbpedia.org/resource/Kategori:Finanspolitik	Category:Fiscal_policy	ER	url
http://wikidata.dbpedia.org/resource/Q6453410	Error	OK	page
http://wikidata.org/entity/Q6453410	Category:Fiscal_policy	OK	page
http://es.dbpedia.org/resource/Categor%C3%ADa:Pol%C3%ADtica_fiscal	Category:Fiscal_policy	OK	page
http://fa.dbpedia.org/resource/%D8%B1%D8%AF%D9%87:%D8%B3%DB%8C%D8%A7%D8%B3%D8%AA_%D9%85%D8%A7%D9%84%DB%8C	Category:Fiscal_policy	ER	url
http://th.dbpedia.org/resource/%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%94%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88:%E0%B8%99%E0%B9%82%E0%B8%A2%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%87	Category:Fiscal_policy	ER	url
http://vi.dbpedia.org/resource/Th%E1%BB%83_lo%E1%BA%A1i:Ch%C3%ADnh_s%C3%A1ch_t%C3%A0i_ch%C3%ADnh	Category:Fiscal_policy	ER	url
