Entity,Label
http://ar.dbpedia.org/resource/%D8%AC%D9%88%D9%86%D9%8A%D8%AA%D8%B4%D9%8A_%D9%85%D8%A7%D8%B3%D8%AF%D8%A7,j
http://ar.dbpedia.org/resource/جونيتشي_ماسدا,j
http://ca.dbpedia.org/resource/Junichi_Masuda,j
http://dbpedia.org/resource/Junichi_Masuda,j
http://de.dbpedia.org/resource/Jun’ichi_Masuda,j
http://fr.dbpedia.org/resource/Junichi_Masuda,j
http://it.dbpedia.org/resource/Junichi_Masuda,j
http://ja.dbpedia.org/resource/増田順一,j
http://ko.dbpedia.org/resource/마스다_준이치,j
http://pt.dbpedia.org/resource/Junichi_Masuda,j
http://rdf.freebase.com/ns/m.07f_3m,j
"http://ru.dbpedia.org/resource/Масуда,_Дзюнъити",j
http://www.wikidata.org/entity/Q1190425,j
http://zh.dbpedia.org/resource/增田順一,j
http://ca.dbpedia.org/resource/Pok%C3%A9mon_Black_and_White,p
http://ca.dbpedia.org/resource/Pokémon_Black_and_White,p
http://ca.dbpedia.org/resource/Pok%C3%A9mon_Black_i_Pok%C3%A9mon_White,p
http://ca.dbpedia.org/resource/Pokémon_Black_i_Pokémon_White,p
http://ca.dbpedia.org/resource/Pokémon_(sèrie_de_videojocs),p
http://dbpedia.org/resource/Pokémon_(video_game_series),p
http://es.dbpedia.org/resource/Pokémon_(serie),p
http://fr.dbpedia.org/resource/Pokémon_(série_de_jeux_vidéo),p
http://hu.dbpedia.org/resource/Pokémon_(videojáték-sorozat),p
http://id.dbpedia.org/resource/Pokémon_(permainan_video),p
http://ja.dbpedia.org/resource/ポケットモンスター_(ゲーム),p
http://ko.dbpedia.org/resource/포켓몬스터_(게임),p
http://pt.dbpedia.org/resource/Pokémon_(série_de_jogos_eletrônicos),p
http://ru.dbpedia.org/resource/Pokémon_(серия_игр),p
http://sv.dbpedia.org/resource/Pokémon_(spelserie),p
http://uk.dbpedia.org/resource/Покемон_(серія_ігор),p
http://dbpedia.org/resource/Pok%C3%A9mon_Black_and_White,p
http://de.dbpedia.org/resource/Pokémon_Schwarze_und_Weiße_Edition,p
http://es.dbpedia.org/resource/Pokémon_ediciones_negra_y_blanca,p
http://fi.dbpedia.org/resource/Pokémon_Black_ja_White,p
http://fr.dbpedia.org/resource/Pokémon_Noir_et_Blanc,p
http://id.dbpedia.org/resource/Pokémon_Black_dan_White,p
http://it.dbpedia.org/resource/Pokémon_Versione_Nera_e_Versione_Bianca,p
http://ja.dbpedia.org/resource/ポケットモンスター_ブラック・ホワイト,p
http://ko.dbpedia.org/resource/포켓몬스터_블랙·화이트,p
http://lv.dbpedia.org/resource/Pokémon_Black_un_White,p
http://ms.dbpedia.org/resource/Pokémon_Black_dan_White,p
http://nl.dbpedia.org/resource/Pokémon_Black_en_White,p
http://nn.dbpedia.org/resource/Pokémon_Black_og_White,p
http://no.dbpedia.org/resource/Pokémon_Black_og_White,p
http://pl.dbpedia.org/resource/Pokémon_Black_i_White,p
http://pt.dbpedia.org/resource/Pokémon_Black_e_White,p
http://ru.dbpedia.org/resource/Pokémon_Black_и_White,p
http://simple.dbpedia.org/resource/Pokémon_Black_and_White,p
http://sv.dbpedia.org/resource/Pokémon_Black_och_White,p
http://tl.dbpedia.org/resource/Pokémon_Black_and_White,p
http://zh.dbpedia.org/resource/神奇寶貝_黑·白,p
http://dbpedia.org/resource/Pokémon_Black_and_White,p
http://eo.dbpedia.org/resource/Pokemono_Nigra_kaj_Blanka,p
http://he.dbpedia.org/resource/פוקימון_שחור_ולבן,p
http://it.dbpedia.org/resource/Pokémon_Nero_e_Bianco,p
http://rdf.freebase.com/ns/m.0bmklgv,p
http://tl.dbpedia.org/resource/Pokémon_Black_at_White,p
http://www.wikidata.org/entity/Q816034,p
http://dbpedia.org/resource/%27M,p
http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000550687,p
http://dbpedia.org/resource/C-Gear,p
http://dbpedia.org/resource/Glitch_City,p
http://rdf.freebase.com/ns/m.05b1n7,p
http://dbpedia.org/resource/Jun%27ichi_Masuda,j
http://dbpedia.org/resource/Jun%27ichi_masuda,j
http://dbpedia.org/resource/Jun'ichi_Masuda,j
http://dbpedia.org/resource/Jun'ichi_masuda,j
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000076fc73,j
http://wikidata.dbpedia.org/resource/Q1190425,j
http://rdf.freebase.com/ns/m/07f_3m,j
http://wikidata.org/entity/Q1190425,j
http://yago-knowledge.org/resource/Junichi_Masuda,j
http://musicbrainz.org/artist/af5499e0-8a48-4a53-bedd-3c4c67e688b6#_,j
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Junichi_Masuda,j
http://mpii.de/yago/resource/Junichi_Masuda,j
http://dbpedia.org/resource/Jyunichi_Masuda,j
http://dbpedia.org/resource/Kyuremu,p
http://dbpedia.org/resource/List_of_Pok%C3%A9mon/Pocket_Monster_games,p
http://dbpedia.org/resource/List_of_Pokémon/Pocket_Monster_games,p
http://dbpedia.org/resource/List_of_Pok%C3%A9mon_video_games,p
http://de.dbpedia.org/resource/Pokémon-Spiele,p
http://es.dbpedia.org/resource/Anexo:Videojuegos_de_Pokémon,p
http://fi.dbpedia.org/resource/Luettelo_Pokémon-peleistä,p
http://fr.dbpedia.org/resource/Liste_des_jeux_vidéo_Pokémon,p
http://ro.dbpedia.org/resource/Lista_jocurilor_video_Pokémon,p
http://wikidata.dbpedia.org/resource/Q2100998,p
http://www.wikidata.org/entity/Q2100998,p
http://zh.dbpedia.org/resource/神奇寶貝遊戲列表,p
http://pt.dbpedia.org/resource/Anexo:Lista_de_jogos_da_série_Pokémon,p
http://wikidata.org/entity/Q2100998,p
http://dbpedia.org/resource/List_of_Pokémon_video_games,p
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/List_of_Pok%C3%A9mon_video_games,p
http://pt.dbpedia.org/resource/Lista_de_jogos_da_série_Pokémon,p
http://zh.dbpedia.org/resource/神奇寶貝系列遊戲列表,p
http://dbpedia.org/resource/M-Block,p
http://dbpedia.org/resource/Masuda_Junichi,j
http://dbpedia.org/resource/Pkmn_white,p
http://dbpedia.org/resource/Pok%C3%A9god,p
http://dbpedia.org/resource/Pokégod,p
http://dbpedia.org/resource/Pok%C3%A9gods,p
http://dbpedia.org/resource/Pokégods,p
http://dbpedia.org/resource/Pok%C3%A9mon_%28series%29,p
http://dbpedia.org/resource/Pok%C3%A9mon_%28video_game%29,p
http://dbpedia.org/resource/Pok%C3%A9mon_%28video_game_series%29,p
http://dbpedia.org/resource/Pok%C3%A9mon_%28video_games%29,p
http://dbpedia.org/resource/Pok%C3%A9mon_(series),p
http://dbpedia.org/resource/Pokémon_(series),p
http://dbpedia.org/resource/Pok%C3%A9mon_(video_game),p
