Entity,Label
http://af.dbpedia.org/resource/Bogot%C3%A1,b
http://af.dbpedia.org/resource/Bogotá,b
http://am.dbpedia.org/resource/ቦጎታ,b
http://an.dbpedia.org/resource/Bogotá,b
http://ar.dbpedia.org/resource/بوغوتا,b
http://arz.dbpedia.org/resource/بوجوتا,b
http://ast.dbpedia.org/resource/Bogotá,b
http://az.dbpedia.org/resource/Boqota,b
http://ba.dbpedia.org/resource/Богота,b
http://bat-smg.dbpedia.org/resource/Buoguota,b
http://be-x-old.dbpedia.org/resource/Багата,b
http://be.dbpedia.org/resource/Горад_Багата,b
http://bg.dbpedia.org/resource/Богота,b
http://bn.dbpedia.org/resource/বোগোতা,b
http://br.dbpedia.org/resource/Bogotá,b
http://bs.dbpedia.org/resource/Bogotá,b
http://ca.dbpedia.org/resource/Bogotà,b
http://cs.dbpedia.org/resource/Bogotá,b
http://cy.dbpedia.org/resource/Bogotá,b
http://da.dbpedia.org/resource/Bogotá,b
http://dbpedia.org/resource/Bogot%C3%A1,b
http://de.dbpedia.org/resource/Bogotá,b
http://diq.dbpedia.org/resource/Bogota,b
http://el.dbpedia.org/resource/Μπογκοτά,b
http://eo.dbpedia.org/resource/Bogoto,b
http://es.dbpedia.org/resource/Bogotá,b
http://et.dbpedia.org/resource/Bogotá,b
http://eu.dbpedia.org/resource/Bogotá,b
http://fa.dbpedia.org/resource/بوگوتا,b
http://fi.dbpedia.org/resource/Bogotá,b
http://fr.dbpedia.org/resource/Bogota,b
http://fr.dbpedia.org/resource/Bogotá,b
http://fy.dbpedia.org/resource/Bogota_(stêd),b
http://ga.dbpedia.org/resource/Bogotá,b
http://gd.dbpedia.org/resource/Bogotá,b
http://gl.dbpedia.org/resource/Bogotá,b
http://he.dbpedia.org/resource/בוגוטה,b
http://hi.dbpedia.org/resource/बोगोटा,b
http://hif.dbpedia.org/resource/Bogotá,b
http://hr.dbpedia.org/resource/Bogotá,b
http://ht.dbpedia.org/resource/Bogota,b
http://hu.dbpedia.org/resource/Bogotá,b
http://hy.dbpedia.org/resource/Բոգոտա,b
http://ia.dbpedia.org/resource/Bogotá,b
http://id.dbpedia.org/resource/Bogotá,b
http://io.dbpedia.org/resource/Bogota,b
http://is.dbpedia.org/resource/Bógóta,b
http://it.dbpedia.org/resource/Bogotá,b
http://ja.dbpedia.org/resource/ボゴタ,b
http://jv.dbpedia.org/resource/Bogotá,b
http://ka.dbpedia.org/resource/ბოგოტა,b
http://kk.dbpedia.org/resource/Богота,b
http://kn.dbpedia.org/resource/ಬೊಗೋಟ,b
http://ko.dbpedia.org/resource/보고타,b
http://ku.dbpedia.org/resource/Bogotá,b
http://la.dbpedia.org/resource/Bogota,b
http://lb.dbpedia.org/resource/Bogotá,b
http://lmo.dbpedia.org/resource/Bogotà,b
http://lt.dbpedia.org/resource/Bogota,b
http://lv.dbpedia.org/resource/Bogota,b
http://mk.dbpedia.org/resource/Богота,b
http://ml.dbpedia.org/resource/ബൊഗോട്ട,b
http://mr.dbpedia.org/resource/बोगोता,b
http://ms.dbpedia.org/resource/Bogotá,b
"http://ms.dbpedia.org/resource/Bogotá,_Daerah_Ibu_Negara",b
http://my.dbpedia.org/resource/ဘိုဂိုတာမြို့,b
http://nl.dbpedia.org/resource/Bogota_(stad),b
http://nn.dbpedia.org/resource/Bogotá,b
http://no.dbpedia.org/resource/Bogotá,b
http://oc.dbpedia.org/resource/Bogotà,b
http://pl.dbpedia.org/resource/Bogota,b
http://pms.dbpedia.org/resource/Bogotà,b
http://pnb.dbpedia.org/resource/بگوٹا,b
http://pt.dbpedia.org/resource/Bogotá,b
http://qu.dbpedia.org/resource/Bogotá,b
http://ro.dbpedia.org/resource/Bogotá,b
http://roa-rup.dbpedia.org/resource/Bogotá,b
http://ru.dbpedia.org/resource/Богота,b
http://scn.dbpedia.org/resource/Bogotà,b
http://sco.dbpedia.org/resource/Bogotá,b
http://sh.dbpedia.org/resource/Bogota,b
http://simple.dbpedia.org/resource/Bogotá,b
http://sk.dbpedia.org/resource/Bogota,b
http://sl.dbpedia.org/resource/Bogota,b
http://sq.dbpedia.org/resource/Bogotá,b
http://sr.dbpedia.org/resource/Богота,b
http://sv.dbpedia.org/resource/Bogotá,b
http://sw.dbpedia.org/resource/Bogota,b
http://ta.dbpedia.org/resource/பொகோட்டா,b
http://th.dbpedia.org/resource/โบโกตา,b
http://tl.dbpedia.org/resource/Bogota,b
http://tr.dbpedia.org/resource/Bogotá,b
http://uk.dbpedia.org/resource/Богота,b
http://ur.dbpedia.org/resource/بوگوتا,b
http://uz.dbpedia.org/resource/Bogota,b
http://vi.dbpedia.org/resource/Bogotá,b
http://vo.dbpedia.org/resource/Bogotá,b
http://war.dbpedia.org/resource/Bogotá,b
http://www.wikidata.org/entity/Q2841,b
http://yi.dbpedia.org/resource/באגאטא,b
http://yo.dbpedia.org/resource/Bogotá,b
http://zh-min-nan.dbpedia.org/resource/Bogotá,b
http://zh-yue.dbpedia.org/resource/波哥大,b
http://zh.dbpedia.org/resource/波哥大,b
http://af.dbpedia.org/resource/K2,k
http://ar.dbpedia.org/resource/جبل_كي_2,k
http://bat-smg.dbpedia.org/resource/K2,k
http://be-x-old.dbpedia.org/resource/Чагары,k
http://be.dbpedia.org/resource/Гара_Чагары,k
http://bg.dbpedia.org/resource/К2,k
http://bn.dbpedia.org/resource/কে২,k
http://bs.dbpedia.org/resource/K2,k
http://ca.dbpedia.org/resource/K2,k
http://cs.dbpedia.org/resource/K2,k
http://cy.dbpedia.org/resource/K2,k
http://da.dbpedia.org/resource/K2,k
http://dbpedia.org/resource/K2,k
http://de.dbpedia.org/resource/K2,k
http://el.dbpedia.org/resource/Κ2,k
http://eo.dbpedia.org/resource/K2,k
http://es.dbpedia.org/resource/K2,k
http://et.dbpedia.org/resource/K2,k
http://eu.dbpedia.org/resource/K2,k
http://fa.dbpedia.org/resource/کی۲,k
http://fi.dbpedia.org/resource/K2,k
http://fr.dbpedia.org/resource/K2,k
http://fy.dbpedia.org/resource/K2,k
http://ga.dbpedia.org/resource/K2,k
http://gl.dbpedia.org/resource/K2,k
http://he.dbpedia.org/resource/K2,k
http://hi.dbpedia.org/resource/के२,k
http://hr.dbpedia.org/resource/K2,k
http://hu.dbpedia.org/resource/K2_(pakisztáni_hegycsúcs),k
http://id.dbpedia.org/resource/K2,k
http://is.dbpedia.org/resource/K2,k
http://it.dbpedia.org/resource/K2,k
http://ja.dbpedia.org/resource/K2,k
http://jv.dbpedia.org/resource/K2,k
http://ka.dbpedia.org/resource/კ2,k
http://kn.dbpedia.org/resource/ಕೆ೨,k
http://ko.dbpedia.org/resource/K2_산,k
http://ku.dbpedia.org/resource/K2,k
http://lt.dbpedia.org/resource/K2,k
http://lv.dbpedia.org/resource/K2,k
http://mk.dbpedia.org/resource/К2,k
http://ml.dbpedia.org/resource/കെ2,k
http://mr.dbpedia.org/resource/के२,k
http://ms.dbpedia.org/resource/K2,k
http://ne.dbpedia.org/resource/के२_हिमाल,k
http://nl.dbpedia.org/resource/K2,k
http://nn.dbpedia.org/resource/K2,k
http://no.dbpedia.org/resource/K2,k
http://pl.dbpedia.org/resource/K2,k
http://pnb.dbpedia.org/resource/کے_ٹو,k
http://pt.dbpedia.org/resource/K2,k
http://ro.dbpedia.org/resource/K2,k
http://ru.dbpedia.org/resource/Чогори,k
http://sh.dbpedia.org/resource/K2,k
http://simple.dbpedia.org/resource/K2,k
http://sk.dbpedia.org/resource/K2_(vrch),k
http://sl.dbpedia.org/resource/K2,k
http://sr.dbpedia.org/resource/К2,k
http://sv.dbpedia.org/resource/K2,k
http://ta.dbpedia.org/resource/கே-2_கொடுமுடி,k
http://te.dbpedia.org/resource/కే2,k
http://tg.dbpedia.org/resource/К2,k
http://th.dbpedia.org/resource/ยอดเขาเคทู,k
http://tr.dbpedia.org/resource/K2_Dağı_(Karakurum),k
http://uk.dbpedia.org/resource/K2,k
http://ur.dbpedia.org/resource/کے_ٹو,k
http://vi.dbpedia.org/resource/K2,k
http://www.wikidata.org/entity/Q43512,k
http://zh-min-nan.dbpedia.org/resource/K2_Hong,k
http://zh.dbpedia.org/resource/喬戈里峰,k
http://af.dbpedia.org/resource/Los_Angeles,l
http://als.dbpedia.org/resource/Los_Angeles,l
http://am.dbpedia.org/resource/ሎስ_አንጄሌስ,l
http://an.dbpedia.org/resource/Los_Angeles,l
http://ar.dbpedia.org/resource/لوس_أنجلوس,l
http://arz.dbpedia.org/resource/لوس_انجليس,l
http://ast.dbpedia.org/resource/Los_Ángeles,l
http://az.dbpedia.org/resource/Los_Anceles,l
http://ba.dbpedia.org/resource/Лос-Анджелес,l
http://bat-smg.dbpedia.org/resource/Luos_Andžels,l
http://be-x-old.dbpedia.org/resource/Лос-Анджэлес,l
