Entity,Label
http://af.dbpedia.org/resource/Astrofisika,a
http://ar.dbpedia.org/resource/فيزياء_فلكية,a
http://az.dbpedia.org/resource/Astrofizika,a
http://be.dbpedia.org/resource/Астрафізіка,a
http://bg.dbpedia.org/resource/Астрофизика,a
http://bn.dbpedia.org/resource/জ্যোতিঃপদার্থবিজ্ঞান,a
http://bs.dbpedia.org/resource/Astrofizika,a
http://ca.dbpedia.org/resource/Astrofísica,a
http://ckb.dbpedia.org/resource/ستێرفیزیک,a
http://cs.dbpedia.org/resource/Astrofyzika,a
http://cv.dbpedia.org/resource/Астрофизика,a
http://cy.dbpedia.org/resource/Astroffiseg,a
http://da.dbpedia.org/resource/Astrofysik,a
http://dbpedia.org/resource/Astrophysics,a
http://de.dbpedia.org/resource/Astrophysik,a
http://diq.dbpedia.org/resource/Fizikê_Asmêni,a
http://el.dbpedia.org/resource/Αστροφυσική,a
http://eo.dbpedia.org/resource/Astrofiziko,a
http://es.dbpedia.org/resource/Astrofísica,a
http://et.dbpedia.org/resource/Astrofüüsika,a
http://eu.dbpedia.org/resource/Astrofisika,a
http://fa.dbpedia.org/resource/اخترفیزیک,a
http://fi.dbpedia.org/resource/Astrofysiikka,a
http://fr.dbpedia.org/resource/Astrophysique,a
http://gl.dbpedia.org/resource/Astrofísica,a
http://he.dbpedia.org/resource/אסטרופיזיקה,a
http://hi.dbpedia.org/resource/ताराभौतिकी,a
http://hr.dbpedia.org/resource/Astrofizika,a
http://hu.dbpedia.org/resource/Asztrofizika,a
http://ia.dbpedia.org/resource/Astrophysica,a
http://id.dbpedia.org/resource/Astrofisika,a
http://io.dbpedia.org/resource/Astrofiziko,a
http://is.dbpedia.org/resource/Stjarneðlisfræði,a
http://it.dbpedia.org/resource/Astrofisica,a
http://ja.dbpedia.org/resource/天体物理学,a
http://jv.dbpedia.org/resource/Astrofisika,a
http://ka.dbpedia.org/resource/ასტროფიზიკა,a
http://kn.dbpedia.org/resource/ಖಭೌತ_ಶಾಸ್ತ್ರ,a
http://ko.dbpedia.org/resource/천체물리학,a
http://ku.dbpedia.org/resource/Stêrfîzîk,a
http://ky.dbpedia.org/resource/Астрофизика,a
http://lb.dbpedia.org/resource/Astrophysik,a
http://lt.dbpedia.org/resource/Astrofizika,a
http://lv.dbpedia.org/resource/Astrofizika,a
http://map-bms.dbpedia.org/resource/Astrofisika,a
http://mk.dbpedia.org/resource/Астрофизика,a
http://ms.dbpedia.org/resource/Astrofizik,a
http://nl.dbpedia.org/resource/Astrofysica,a
http://nn.dbpedia.org/resource/Astrofysikk,a
http://no.dbpedia.org/resource/Astrofysikk,a
http://oc.dbpedia.org/resource/Astrofisica,a
http://pl.dbpedia.org/resource/Astrofizyka,a
http://pnb.dbpedia.org/resource/تارہ_فزکس,a
http://pt.dbpedia.org/resource/Astrofísica,a
http://ro.dbpedia.org/resource/Astrofizică,a
http://ru.dbpedia.org/resource/Астрофизика,a
http://scn.dbpedia.org/resource/Astrofìsica,a
http://sh.dbpedia.org/resource/Astrofizika,a
http://simple.dbpedia.org/resource/Astrophysics,a
http://sk.dbpedia.org/resource/Astrofyzika,a
http://sl.dbpedia.org/resource/Astrofizika,a
http://sq.dbpedia.org/resource/Astrofizika,a
http://sr.dbpedia.org/resource/Астрофизика,a
http://su.dbpedia.org/resource/Astrofisika,a
http://sv.dbpedia.org/resource/Astrofysik,a
http://ta.dbpedia.org/resource/வானியற்பியல்,a
http://te.dbpedia.org/resource/ఖగోళ_భౌతిక_శాస్త్రం,a
http://th.dbpedia.org/resource/ฟิสิกส์ดาราศาสตร์,a
http://tl.dbpedia.org/resource/Astropisika,a
http://tr.dbpedia.org/resource/Astrofizik,a
http://uk.dbpedia.org/resource/Астрофізика,a
http://ur.dbpedia.org/resource/فلکی_طبیعیات,a
http://uz.dbpedia.org/resource/Astrofizika,a
http://vi.dbpedia.org/resource/Vật_lý_thiên_văn,a
http://war.dbpedia.org/resource/Astropisika,a
http://www.wikidata.org/entity/Q37547,a
http://zh-yue.dbpedia.org/resource/天體物理學,a
http://zh.dbpedia.org/resource/天体物理学,a
http://af.dbpedia.org/resource/Astrologie,a
http://an.dbpedia.org/resource/Astrolochía,a
http://ar.dbpedia.org/resource/علم_التنجيم,a
http://arz.dbpedia.org/resource/تنجيم,a
http://ast.dbpedia.org/resource/Astroloxía,a
http://az.dbpedia.org/resource/Astrologiya,a
http://be-x-old.dbpedia.org/resource/Астралёгія,a
http://be.dbpedia.org/resource/Астралогія,a
http://bg.dbpedia.org/resource/Астрология,a
http://bn.dbpedia.org/resource/জ্যোতিষশাস্ত্র,a
http://br.dbpedia.org/resource/Steredouriezh,a
http://bs.dbpedia.org/resource/Astrologija,a
http://ca.dbpedia.org/resource/Astrologia,a
http://cs.dbpedia.org/resource/Astrologie,a
http://cy.dbpedia.org/resource/Sêr-ddewiniaeth,a
http://da.dbpedia.org/resource/Astrologi,a
http://dbpedia.org/resource/Astrology,a
http://de.dbpedia.org/resource/Astrologie,a
http://el.dbpedia.org/resource/Αστρολογία,a
http://eo.dbpedia.org/resource/Astrologio,a
http://es.dbpedia.org/resource/Astrología,a
http://et.dbpedia.org/resource/Astroloogia,a
http://eu.dbpedia.org/resource/Astrologia,a
http://fa.dbpedia.org/resource/اختربینی,a
http://fa.dbpedia.org/resource/ستاره‌بینی,a
http://fi.dbpedia.org/resource/Astrologia,a
http://fr.dbpedia.org/resource/Astrologie,a
http://fy.dbpedia.org/resource/Astrology,a
http://gl.dbpedia.org/resource/Astroloxía,a
http://gu.dbpedia.org/resource/જ્યોતિષવિદ્યા,a
http://he.dbpedia.org/resource/אסטרולוגיה,a
http://hi.dbpedia.org/resource/फलित_ज्योतिष,a
http://hr.dbpedia.org/resource/Astrologija,a
http://ht.dbpedia.org/resource/Astroloji,a
http://hu.dbpedia.org/resource/Asztrológia,a
http://hy.dbpedia.org/resource/Աստղագուշակություն,a
http://ia.dbpedia.org/resource/Astrologia,a
http://id.dbpedia.org/resource/Astrologi,a
http://io.dbpedia.org/resource/Astrologio,a
http://is.dbpedia.org/resource/Stjörnuspeki,a
http://it.dbpedia.org/resource/Astrologia,a
http://ja.dbpedia.org/resource/占星術,a
http://jv.dbpedia.org/resource/Astrologi,a
http://ka.dbpedia.org/resource/ასტროლოგია,a
http://kk.dbpedia.org/resource/Астрология,a
http://kn.dbpedia.org/resource/ಜ್ಯೋತಿಷ್ಯ,a
http://ko.dbpedia.org/resource/점성술,a
http://la.dbpedia.org/resource/Astrologia,a
http://lt.dbpedia.org/resource/Astrologija,a
http://lv.dbpedia.org/resource/Astroloģija,a
http://mk.dbpedia.org/resource/Астрологија,a
http://ml.dbpedia.org/resource/ജ്യോതിഷം,a
http://ms.dbpedia.org/resource/Astrologi,a
http://my.dbpedia.org/resource/ဗေဒင်,a
http://nl.dbpedia.org/resource/Astrologie,a
http://nn.dbpedia.org/resource/Astrologi,a
http://no.dbpedia.org/resource/Astrologi,a
http://oc.dbpedia.org/resource/Astrologia,a
http://pl.dbpedia.org/resource/Astrologia,a
http://pt.dbpedia.org/resource/Astrologia,a
http://ro.dbpedia.org/resource/Astrologie,a
http://ru.dbpedia.org/resource/Астрология,a
http://scn.dbpedia.org/resource/Astroluggìa,a
http://sh.dbpedia.org/resource/Astrologija,a
http://simple.dbpedia.org/resource/Astrology,a
http://sk.dbpedia.org/resource/Astrológia,a
http://sl.dbpedia.org/resource/Astrologija,a
http://sq.dbpedia.org/resource/Astrologjia,a
http://sr.dbpedia.org/resource/Астрологија,a
http://su.dbpedia.org/resource/Astrologi,a
http://sv.dbpedia.org/resource/Astrologi,a
http://sw.dbpedia.org/resource/Unajimu,a
http://ta.dbpedia.org/resource/சோதிடம்,a
http://te.dbpedia.org/resource/జ్యోతిషశాస్త్రం,a
http://th.dbpedia.org/resource/โหราศาสตร์,a
http://tl.dbpedia.org/resource/Astrolohiya,a
http://tr.dbpedia.org/resource/Astroloji,a
http://uk.dbpedia.org/resource/Астрологія,a
http://ur.dbpedia.org/resource/نجوم,a
http://uz.dbpedia.org/resource/Astrologiya,a
http://vec.dbpedia.org/resource/Astrołogia,a
http://vi.dbpedia.org/resource/Chiêm_tinh_học,a
http://wa.dbpedia.org/resource/Asterlodjeye,a
http://www.wikidata.org/entity/Q34362,a
http://yi.dbpedia.org/resource/אסטראלאגיע,a
http://zh-min-nan.dbpedia.org/resource/Chiam-chhiⁿ-ha̍k,a
http://zh-yue.dbpedia.org/resource/占星術,a
http://zh.dbpedia.org/resource/占星学,a
http://af.dbpedia.org/resource/Boston,b
http://an.dbpedia.org/resource/Boston,b
http://ar.dbpedia.org/resource/بوسطن,b
http://ast.dbpedia.org/resource/Boston_(Massachusetts),b
http://az.dbpedia.org/resource/Boston,b
http://bat-smg.dbpedia.org/resource/Bostons,b
http://be-x-old.dbpedia.org/resource/Бостан,b
http://be.dbpedia.org/resource/Горад_Бостан,b
http://bg.dbpedia.org/resource/Бостън,b
http://bn.dbpedia.org/resource/বস্টন,b
http://br.dbpedia.org/resource/Boston,b
http://bs.dbpedia.org/resource/Boston,b
"http://bs.dbpedia.org/resource/Boston,_Massachusetts",b
http://ca.dbpedia.org/resource/Boston,b
http://ckb.dbpedia.org/resource/بۆستن,b
http://cs.dbpedia.org/resource/Boston,b
http://cy.dbpedia.org/resource/Boston,b
http://da.dbpedia.org/resource/Boston,b
http://dbpedia.org/resource/Boston,b
http://de.dbpedia.org/resource/Boston,b
http://diq.dbpedia.org/resource/Boston,b
http://el.dbpedia.org/resource/Βοστώνη,b
http://eo.dbpedia.org/resource/Bostono,b
http://es.dbpedia.org/resource/Boston,b
http://et.dbpedia.org/resource/Boston,b
http://eu.dbpedia.org/resource/Boston,b
http://fa.dbpedia.org/resource/بوستون,b
http://fi.dbpedia.org/resource/Boston,b
http://fr.dbpedia.org/resource/Boston,b
http://fy.dbpedia.org/resource/Boston,b
http://ga.dbpedia.org/resource/Bostún,b
http://gd.dbpedia.org/resource/Boston,b
"http://gl.dbpedia.org/resource/Boston,_Massachusetts",b
http://he.dbpedia.org/resource/בוסטון,b
http://hi.dbpedia.org/resource/बोस्टन,b
"http://hr.dbpedia.org/resource/Boston,_Massachusetts",b
"http://ht.dbpedia.org/resource/Boston,_Massachusetts",b
http://hu.dbpedia.org/resource/Boston,b
http://hy.dbpedia.org/resource/Բոստոն,b
"http://ia.dbpedia.org/resource/Boston,_Massachusetts",b
http://id.dbpedia.org/resource/Boston,b
http://io.dbpedia.org/resource/Boston,b
http://is.dbpedia.org/resource/Boston,b
http://it.dbpedia.org/resource/Boston,b
http://ja.dbpedia.org/resource/ボストン,b
http://jv.dbpedia.org/resource/Boston,b
http://ka.dbpedia.org/resource/ბოსტონი,b
http://kk.dbpedia.org/resource/Бостон,b
http://kn.dbpedia.org/resource/ಬಾಸ್ಟನ್,b
http://ko.dbpedia.org/resource/보스턴,b
http://ku.dbpedia.org/resource/Boston_(Massachusetts),b
http://la.dbpedia.org/resource/Bostonia,b
http://lb.dbpedia.org/resource/Boston,b
http://lt.dbpedia.org/resource/Bostonas,b
http://lv.dbpedia.org/resource/Bostona,b
"http://mg.dbpedia.org/resource/Boston,_Massachusetts",b
http://mk.dbpedia.org/resource/Бостон_(Масачусетс),b
"http://ml.dbpedia.org/resource/ബോസ്റ്റൺ,_മാസച്ച്യൂസെറ്റ്സ്",b
http://ml.dbpedia.org/resource/ബോസ്റ്റൺ_(മാസച്ച്യൂസെറ്റ്സ്),b
http://mr.dbpedia.org/resource/बॉस्टन,b
http://ms.dbpedia.org/resource/Boston,b
http://my.dbpedia.org/resource/ဘော့စတွန်မြို့,b
http://new.dbpedia.org/resource/बस्तन,b
http://new.dbpedia.org/resource/बोस्टन,b
http://nl.dbpedia.org/resource/Boston,b
http://nn.dbpedia.org/resource/Boston,b
http://no.dbpedia.org/resource/Boston,b
http://oc.dbpedia.org/resource/Boston,b
http://pl.dbpedia.org/resource/Boston,b
http://pms.dbpedia.org/resource/Boston,b
http://pnb.dbpedia.org/resource/بوسٹن,b
http://pt.dbpedia.org/resource/Boston,b
http://qu.dbpedia.org/resource/Boston_(Massachusetts),b
http://ro.dbpedia.org/resource/Boston,b
http://ru.dbpedia.org/resource/Бостон,b
http://scn.dbpedia.org/resource/Boston,b
http://sco.dbpedia.org/resource/Boston,b
http://sh.dbpedia.org/resource/Boston,b
"http://simple.dbpedia.org/resource/Boston,_Massachusetts",b
http://sk.dbpedia.org/resource/Boston_(Massachusetts),b
"http://sl.dbpedia.org/resource/Boston,_Massachusetts",b
http://sq.dbpedia.org/resource/Boston,b
http://sr.dbpedia.org/resource/Бостон,b
http://sv.dbpedia.org/resource/Boston,b
"http://sw.dbpedia.org/resource/Boston,_Massachusetts",b
http://ta.dbpedia.org/resource/பாஸ்டன்,b
http://te.dbpedia.org/resource/బోస్టన్,b
http://th.dbpedia.org/resource/บอสตัน,b
"http://tl.dbpedia.org/resource/Boston,_Masatsusets",b
http://tr.dbpedia.org/resource/Boston,b
http://uk.dbpedia.org/resource/Бостон,b
http://ur.dbpedia.org/resource/بوسٹن,b
http://uz.dbpedia.org/resource/Boston,b
http://vec.dbpedia.org/resource/Boston,b
http://vi.dbpedia.org/resource/Boston,b
http://vo.dbpedia.org/resource/Boston,b
http://war.dbpedia.org/resource/Boston,b
http://www.wikidata.org/entity/Q100,b
http://yi.dbpedia.org/resource/באסטאן,b
http://yo.dbpedia.org/resource/Boston,b
http://zh-min-nan.dbpedia.org/resource/Boston,b
http://zh-yue.dbpedia.org/resource/波士頓,b
http://zh.dbpedia.org/resource/波士顿,b
http://af.dbpedia.org/resource/Pensacola,p
http://ar.dbpedia.org/resource/بينساكولا،_فلوريدا,p
http://bg.dbpedia.org/resource/Пенсакола,p
http://br.dbpedia.org/resource/Pensacola_(Florida),p
http://ca.dbpedia.org/resource/Pensacola_(Florida),p
http://cy.dbpedia.org/resource/Pensacola_(Florida),p
http://da.dbpedia.org/resource/Pensacola_(Florida),p
"http://dbpedia.org/resource/Pensacola,_Florida",p
http://de.dbpedia.org/resource/Pensacola_(Florida),p
http://es.dbpedia.org/resource/Pensacola,p
http://eu.dbpedia.org/resource/Pensacola,p
http://fa.dbpedia.org/resource/پنساکولا،_فلوریدا,p
http://fi.dbpedia.org/resource/Pensacola,p
http://fr.dbpedia.org/resource/Pensacola,p
"http://ga.dbpedia.org/resource/Pensacola,_Florida",p
"http://ht.dbpedia.org/resource/Pensacola,_Florid",p
"http://ia.dbpedia.org/resource/Pensacola,_Florida",p
"http://id.dbpedia.org/resource/Pensacola,_Florida",p
"http://io.dbpedia.org/resource/Pensacola,_Florida",p
http://it.dbpedia.org/resource/Pensacola,p
http://ja.dbpedia.org/resource/ペンサコーラ_(フロリダ州),p
http://ko.dbpedia.org/resource/펜서콜라,p
http://lt.dbpedia.org/resource/Pensakola,p
http://lv.dbpedia.org/resource/Pensakola,p
http://mr.dbpedia.org/resource/पेन्साकोला,p
http://nl.dbpedia.org/resource/Pensacola_(Florida),p
http://nn.dbpedia.org/resource/Pensacola_i_Florida,p
http://no.dbpedia.org/resource/Pensacola,p
http://pl.dbpedia.org/resource/Pensacola_(Floryda),p
http://pt.dbpedia.org/resource/Pensacola_(Flórida),p
"http://ro.dbpedia.org/resource/Pensacola,_Florida",p
http://ru.dbpedia.org/resource/Пенсакола_(Флорида),p
"http://simple.dbpedia.org/resource/Pensacola,_Florida",p
http://sr.dbpedia.org/resource/Пенсакола,p
http://sv.dbpedia.org/resource/Pensacola,p
