Entity,Label
http://af.dbpedia.org/resource/Brandenburg,b
http://als.dbpedia.org/resource/Land_Brandenburg,b
http://an.dbpedia.org/resource/Brandemburgo,b
http://ar.dbpedia.org/resource/براندنبورغ,b
http://az.dbpedia.org/resource/Brandenburq,b
http://ba.dbpedia.org/resource/Бранденбург_(штат),b
http://be-x-old.dbpedia.org/resource/Брандэнбург,b
http://be.dbpedia.org/resource/Брандэнбург,b
http://bg.dbpedia.org/resource/Бранденбург,b
http://br.dbpedia.org/resource/Brandenburg,b
http://bs.dbpedia.org/resource/Brandenburg,b
http://ca.dbpedia.org/resource/Brandenburg,b
http://cs.dbpedia.org/resource/Braniborsko,b
http://cv.dbpedia.org/resource/Бранденбург,b
http://cy.dbpedia.org/resource/Brandenburg,b
http://da.dbpedia.org/resource/Brandenburg,b
http://dbpedia.org/resource/Brandenburg,b
http://de.dbpedia.org/resource/Brandenburg,b
http://diq.dbpedia.org/resource/Brandenburg,b
http://el.dbpedia.org/resource/Βραδεμβούργο,b
http://eo.dbpedia.org/resource/Brandenburgio,b
http://es.dbpedia.org/resource/Brandeburgo,b
http://et.dbpedia.org/resource/Brandenburg,b
http://eu.dbpedia.org/resource/Brandenburgo,b
http://fa.dbpedia.org/resource/براندنبورگ,b
http://fi.dbpedia.org/resource/Brandenburg,b
http://fr.dbpedia.org/resource/Brandebourg,b
http://fy.dbpedia.org/resource/Brandenboarch,b
http://ga.dbpedia.org/resource/Brandenburg,b
http://gd.dbpedia.org/resource/Brandenburg,b
http://gl.dbpedia.org/resource/Brandeburgo_-_Brandenburg,b
http://he.dbpedia.org/resource/ברנדנבורג,b
http://hr.dbpedia.org/resource/Brandenburg,b
http://hu.dbpedia.org/resource/Brandenburg,b
http://id.dbpedia.org/resource/Brandenburg,b
http://io.dbpedia.org/resource/Brandenburg,b
http://is.dbpedia.org/resource/Brandenborg,b
http://it.dbpedia.org/resource/Brandeburgo,b
http://ja.dbpedia.org/resource/ブランデンブルク州,b
http://jv.dbpedia.org/resource/Brandenburg,b
http://ka.dbpedia.org/resource/ბრანდენბურგი_(მხარე),b
http://kk.dbpedia.org/resource/Бранденбург,b
http://ko.dbpedia.org/resource/브란덴부르크_주,b
http://ku.dbpedia.org/resource/Brandenburg,b
http://la.dbpedia.org/resource/Brandenburgum,b
http://lb.dbpedia.org/resource/Brandenburg,b
http://lb.dbpedia.org/resource/Brandenburg_(Land),b
http://lmo.dbpedia.org/resource/Brandebùrgo,b
http://lt.dbpedia.org/resource/Brandenburgas,b
http://lv.dbpedia.org/resource/Brandenburga_(zeme),b
http://mk.dbpedia.org/resource/Бранденбург,b
http://mr.dbpedia.org/resource/ब्रांडेनबुर्ग,b
http://ms.dbpedia.org/resource/Brandenburg,b
http://nds.dbpedia.org/resource/Brannenborg,b
http://nl.dbpedia.org/resource/Brandenburg_(deelstaat),b
http://nn.dbpedia.org/resource/Brandenburg,b
http://no.dbpedia.org/resource/Brandenburg,b
http://oc.dbpedia.org/resource/Brandeborg,b
http://pl.dbpedia.org/resource/Brandenburgia,b
http://pms.dbpedia.org/resource/Brandeborgh,b
http://pnb.dbpedia.org/resource/برانڈنبرگ,b
http://pt.dbpedia.org/resource/Brandemburgo,b
http://qu.dbpedia.org/resource/Brandenburg,b
http://ro.dbpedia.org/resource/Brandenburg,b
http://ru.dbpedia.org/resource/Бранденбург,b
http://sco.dbpedia.org/resource/Brandenburg,b
http://sh.dbpedia.org/resource/Brandenburg,b
http://simple.dbpedia.org/resource/Brandenburg,b
http://sk.dbpedia.org/resource/Brandenbursko,b
http://sl.dbpedia.org/resource/Brandenburg,b
http://sq.dbpedia.org/resource/Brandenburg,b
http://sr.dbpedia.org/resource/Бранденбург,b
http://sv.dbpedia.org/resource/Brandenburg,b
http://sw.dbpedia.org/resource/Brandenburg,b
http://th.dbpedia.org/resource/รัฐบรันเดนบูร์ก,b
http://tl.dbpedia.org/resource/Brandeburgo,b
http://tl.dbpedia.org/resource/Brandenburg,b
http://tr.dbpedia.org/resource/Brandenburg,b
http://uk.dbpedia.org/resource/Бранденбург,b
http://uz.dbpedia.org/resource/Brandenburg,b
http://vec.dbpedia.org/resource/Brandiburgo,b
http://vi.dbpedia.org/resource/Brandenburg,b
http://vo.dbpedia.org/resource/Brandänburgän,b
http://war.dbpedia.org/resource/Brandenburg,b
http://www.wikidata.org/entity/Q1208,b
http://yo.dbpedia.org/resource/Brandenburg,b
http://zh-min-nan.dbpedia.org/resource/Brandenburg,b
http://zh.dbpedia.org/resource/勃兰登堡,b
http://af.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://be-x-old.dbpedia.org/resource/Брандэнбург-на-Гафэле,b
http://br.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://cs.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://da.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://de.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://eo.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://es.dbpedia.org/resource/Ciudad_de_Brandeburgo,b
http://et.dbpedia.org/resource/Brandenburg_(linn),b
http://eu.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://fa.dbpedia.org/resource/برندنبورگ_آن_در_هاول,b
http://fi.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://fr.dbpedia.org/resource/Brandebourg-sur-la-Havel,b
http://he.dbpedia.org/resource/ברנדנבורג_(עיר),b
http://ia.dbpedia.org/resource/Brandenburg,b
http://id.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://is.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://it.dbpedia.org/resource/Brandeburgo_sulla_Havel,b
http://ja.dbpedia.org/resource/ブランデンブルク・アン・デア・ハーフェル,b
http://ka.dbpedia.org/resource/ბრანდენბურგი,b
http://ko.dbpedia.org/resource/브란덴부르크안데어하펠,b
http://la.dbpedia.org/resource/Brandenburgum_(oppidum),b
http://lb.dbpedia.org/resource/Brandenburg_un_der_Havel,b
http://lt.dbpedia.org/resource/Brandenburgas_(miestas),b
http://mk.dbpedia.org/resource/Бранденбург_на_Хафел,b
http://ms.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://nds.dbpedia.org/resource/Brannenborg_an_de_Havel,b
http://nl.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://nn.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://no.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://pl.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://pnb.dbpedia.org/resource/برانڈنبرگ_آن_ڈیر_ہاول,b
http://pt.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://ro.dbpedia.org/resource/Brandenburg_(oraș),b
http://ru.dbpedia.org/resource/Бранденбург-на-Хафеле,b
http://simple.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://sr.dbpedia.org/resource/Бранденбург_на_Хафелу,b
http://sv.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://tr.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://uk.dbpedia.org/resource/Бранденбург-на-Хафелі,b
http://uz.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://vi.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://vo.dbpedia.org/resource/Brandenburg,b
http://war.dbpedia.org/resource/Brandenburg_an_der_Havel,b
http://www.wikidata.org/entity/Q3931,b
http://zh.dbpedia.org/resource/哈弗尔河畔勃兰登堡,b
http://af.dbpedia.org/resource/Nedersakse,n
http://als.dbpedia.org/resource/Niedersachsen,n
http://an.dbpedia.org/resource/Baixa_Saxonia,n
http://ar.dbpedia.org/resource/سكسونيا_السفلى,n
http://ast.dbpedia.org/resource/Baxa_Saxonia,n
http://az.dbpedia.org/resource/Aşağı_Saksoniya,n
http://ba.dbpedia.org/resource/Түбәнге_Саксония,n
