Entity	Annotation	Status	Provenance
http://af.dbpedia.org/resource/Ekonometrie	Econometrics	ER	url
http://ar.dbpedia.org/resource/اقتصاد_قياسي	Standard Economy	ER	url
http://az.dbpedia.org/resource/Ekonometrika	Econometrics	ER	url
http://be-x-old.dbpedia.org/resource/Эканамэтрыка	Econometrics	ER	url
http://be.dbpedia.org/resource/Эканаметрыка	Econometrics	ER	url
http://bg.dbpedia.org/resource/Иконометрия	Econometrics	OK	url
http://ca.dbpedia.org/resource/Econometria	Econometrics	OK	page
http://cs.dbpedia.org/resource/Ekonometrie	Econometrics	OK	page
http://da.dbpedia.org/resource/Økonometri	Econometrics	ER	url
http://dbpedia.org/resource/Econometrics	Econometrics	OK	page
http://de.dbpedia.org/resource/Ökonometrie	Econometrics	ER	url
http://el.dbpedia.org/resource/Οικονομετρία	Econometrics	OK	page
http://eo.dbpedia.org/resource/Ekonometrio	Econometrics	OK	url
http://es.dbpedia.org/resource/Econometría	Econometrics	OK	page
http://et.dbpedia.org/resource/Ökonomeetria	Econometrics	ER	url
http://eu.dbpedia.org/resource/Ekonometria	Econometrics	OK	page
http://fa.dbpedia.org/resource/اقتصادسنجی	Econometrics	ER	url
http://fi.dbpedia.org/resource/Ekonometria	Econometrics	ER	url
http://fr.dbpedia.org/resource/Économétrie	Econometrics	OK	page
http://ga.dbpedia.org/resource/Eacnaiméadracht	Econometrics	OK	url
http://he.dbpedia.org/resource/אקונומטריקה	Econometrics	ER	url
http://hi.dbpedia.org/resource/अर्थमिति	Econometrics	ER	url
http://hu.dbpedia.org/resource/Ökonometria	Econometrics	ER	url
http://id.dbpedia.org/resource/Ekonometrika	Econometrics	OK	page
http://it.dbpedia.org/resource/Econometria	Econometrics	ER	url
http://ja.dbpedia.org/resource/計量経済学	Econometrics	OK	page
http://jv.dbpedia.org/resource/Ékonomètrika	Econometrics	ER	url
http://ka.dbpedia.org/resource/ეკონომეტრიკა	Econometrics	ER	url
http://kk.dbpedia.org/resource/Эконометрика	Econometrics	ER	url
http://kk.dbpedia.org/resource/Эконометрика_(Эконометрия)	Econometrics	ER	url
http://ko.dbpedia.org/resource/계량경제학	Econometrics	OK	page
http://lt.dbpedia.org/resource/Ekonometrija	Econometrics	ER	url
http://mk.dbpedia.org/resource/Економетрија	Econometrics	ER	url
http://nl.dbpedia.org/resource/Econometrie	Econometrics	OK	page
http://nn.dbpedia.org/resource/Økonometri	Econometrics	ER	url
http://no.dbpedia.org/resource/Økonometri	Econometrics	ER	url
http://pl.dbpedia.org/resource/Ekonometria	Econometrics	OK	url
http://pt.dbpedia.org/resource/Econometria	Econometrics	OK	page
http://ro.dbpedia.org/resource/Econometrie	Econometrics	ER	url
http://ru.dbpedia.org/resource/Эконометрика	Econometrics	ER	url
http://simple.dbpedia.org/resource/Econometrics	Econometrics	ER	url
http://sk.dbpedia.org/resource/Ekonometria	Econometrics	ER	url
