Entity	Annotation	Status	Provenance
http://af.dbpedia.org/resource/Rostof_aan_die_Don	Rostov-on-Don	ER	Wikipedia
http://ar.dbpedia.org/resource/روستوف-نا-دونو	Rostov-on-Don	ER	Wikipedia
http://az.dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	ER	Wikipedia
http://be-x-old.dbpedia.org/resource/Растоў-на-Доне	Rostov-on-Don	ER	Wikipedia
http://be.dbpedia.org/resource/Горад_Растоў-на-Доне	Rostov-on-Don	ER	Wikipedia
http://bg.dbpedia.org/resource/Ростов_на_Дон	Rostov-on-Don	OK	Wikipedia
http://br.dbpedia.org/resource/Rostov-an-Don	Rostov-on-Don	ER	Wikipedia
http://ca.dbpedia.org/resource/Rostov_del_Don	Rostov-on-Don	OK	Page
http://cs.dbpedia.org/resource/Rostov_na_Donu	Rostov-on-Don	OK	Page
http://cv.dbpedia.org/resource/Ростов-Тан-çинчи	Rostov-on-Don	ER	Wikipedia
http://da.dbpedia.org/resource/Rostov_ved_Don	Rostov-on-Don	ER	Wikipedia
http://dbpedia.org/resource/Rostov-on-Don	Rostov-on-Don	OK	Page
http://de.dbpedia.org/resource/Rostow_am_Don	Rostov-on-Don	ER	Wikipedia
http://el.dbpedia.org/resource/Ροστόφ_επί_του_Ντον	Rostov-on-Don	OK	Page
http://el.dbpedia.org/resource/Ροστόφ_στον_Ντον	Rostov-on-Don	OK	Page
http://eo.dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	OK	Page
http://es.dbpedia.org/resource/Rostov_del_Don	Rostov-on-Don	OK	Page
http://et.dbpedia.org/resource/Rostov_Doni_ääres	Rostov-on-Don	ER	Wikipedia
http://eu.dbpedia.org/resource/Rostov_Don	Rostov-on-Don	OK	PAge
http://fa.dbpedia.org/resource/روستوف-نا-دونو	Rostov-on-Don	ER	Wikipedia
http://fi.dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	ER	Wikipedia
http://fr.dbpedia.org/resource/Rostov-sur-le-Don	Rostov-on-Don	OK	Page
http://ga.dbpedia.org/resource/Rostov_na_Donu	Rostov-on-Don	ER	Wikipedia
http://he.dbpedia.org/resource/רוסטוב_על_הדון	Rostov-on-Don	ER	Wikipedia
http://hr.dbpedia.org/resource/Rostov_na_Donu	Rostov-on-Don	ER	Wikipedia
http://hu.dbpedia.org/resource/Rosztov-na-Donu	Rostov-on-Don	ER	Wikipedia
http://hu.dbpedia.org/resource/Rosztov	Rostov_City_North	ER	Wikipedia
http://hy.dbpedia.org/resource/Դոնի_Ռոստով	Rostov-on-Don	ER	Wikipedia
http://id.dbpedia.org/resource/Rostov_na_Donu	Rostov-on-Don	OK	Page
http://it.dbpedia.org/resource/Rostov_sul_Don	Rostov-on-Don	ER	Wikipedia
http://ja.dbpedia.org/resource/ロストフ・ナ・ドヌ	Rostov-on-Don	OK	Page
http://ka.dbpedia.org/resource/დონის_როსტოვი	Rostov-on-Don	ER	Wikipedia
http://kn.dbpedia.org/resource/ರಾಸ್ಟೊವ್-ಆನ್-ಡಾನ್	Rostov-on-Don	ER	Wikipedia
http://ko.dbpedia.org/resource/로스토프나도누	Rostov-on-Don	ER	Wikipedia
http://lt.dbpedia.org/resource/Rostovas_prie_Dono	Rostov-on-Don	ER	Wikipedia
http://lv.dbpedia.org/resource/Rostova_pie_Donas	Rostov-on-Don	ER	Wikipedia
http://nl.dbpedia.org/resource/Rostov_aan_de_Don	Rostov-on-Don	OK	Page
http://nn.dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	ER	Wikipedia
http://no.dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	ER	Wikipedia
http://oc.dbpedia.org/resource/Rostov_de_Don	Rostov-on-Don	ER	Wikipedia
http://pl.dbpedia.org/resource/Rostów_nad_Donem	Rostov-on-Don	ER	Wikipedia
http://pnb.dbpedia.org/resource/روستوو_نا_دانو	Rostov-on-Don	ER	Wikipedia
http://pnb.dbpedia.org/resource/روسٹوف_اون_ڈون	Rostov-on-Don	ER	Wikipedia
http://pt.dbpedia.org/resource/Rostov_do_Don	Rostov-on-Don	OK	Page
http://ro.dbpedia.org/resource/Rostov-pe-Don	Rostov-on-Don	ER	Wikipedia
http://ru.dbpedia.org/resource/Ростов-на-Дону	Rostov-on-Don	ER	Wikipedia
http://sco.dbpedia.org/resource/Rostov-on-Don	Rostov-on-Don	ER	Wikipedia
http://simple.dbpedia.org/resource/Rostov_on_Don	Rostov-on-Don	ER	Wikipedia
http://sk.dbpedia.org/resource/Rostov_nad_Donom	Rostov-on-Don	ER	Wikipedia
http://sl.dbpedia.org/resource/Rostov_na_Donu	Rostov-on-Don	ER	Wikipedia
http://sr.dbpedia.org/resource/Ростов_на_Дону	Rostov-on-Don	ER	Wikipedia
http://sv.dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	OK	Page
http://tg.dbpedia.org/resource/Ростов-на-Дону	Rostov-on-Don	ER	Wikipedia
http://tr.dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	ER	Wikipedia
http://tt.dbpedia.org/resource/Дондагы_Ростов	Rostov-on-Don	ER	Wikipedia
http://tt.dbpedia.org/resource/Тындагы_Ростов	Rostov-on-Don	ER	Wikipedia
http://uk.dbpedia.org/resource/Ростов-на-Дону	Rostov-on-Don	OK	
http://uz.dbpedia.org/resource/Rostov-Don	Rostov-on-Don	ER	Wikipedia
http://vi.dbpedia.org/resource/Rostov_trên_sông_Đông	Rostov-on-Don	ER	Wikipedia
http://vo.dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	ER	Wikipedia
http://war.dbpedia.org/resource/Rostov-on-Don	Rostov-on-Don	ER	Wikipedia
http://www.wikidata.org/entity/Q908	Rostov-on-Don	OK	Page
http://zh.dbpedia.org/resource/顿河畔罗斯托夫	Rostov-on-Don	ER	Wikipedia
http://ar.dbpedia.org/resource/%D8%B1%D9%88%D8%B3%D8%AA%D9%88%D9%81-%D9%86%D8%A7-%D8%AF%D9%88%D9%86%D9%88	Rostov-on-Don	ER	Wikipedia
http://ar.dbpedia.org/resource/%D8%B1%D9%88%D8%B3%D8%AA%D9%88%D9%81	Rostov_City_North	ER	Wikipedia
http://ar.dbpedia.org/resource/روستوف	Rostov-on-Don	ER	Wikipedia
http://commons.dbpedia.org/resource/Ростов-на-Дону	Rostov-on-Don	ER	Wikipedia
http://cy.dbpedia.org/resource/Rostov-ar-Ddon	Rostov-on-Don	ER	Wikipedia
http://rdf.freebase.com/ns/m.01v15f	Error	ER	Page
http://ur.dbpedia.org/resource/روستوف-نا-دونو	Rostov-on-Don	ER	Wikipedia
http://az.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://be.dbpedia.org/resource/Горад_Растоў	Rostov_City_North	ER	Wikipedia
http://bg.dbpedia.org/resource/Ростов	Rostov_City_North	OK	Wikipedia
http://ca.dbpedia.org/resource/Rostov	Rostov_City_North	OK	Page
http://cs.dbpedia.org/resource/Rostov	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostov	Rostov_City_North	OK	Page
http://de.dbpedia.org/resource/Rostow	Rostov_City_North	ER	Wikipedia
http://diq.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://el.dbpedia.org/resource/Ροστόφ	Rostov_City_North	OK	Page
http://eo.dbpedia.org/resource/Rostov	Rostov_City_North	OK	Page
http://es.dbpedia.org/resource/Rostov	Rostov_City_North	OK	Page
http://et.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://eu.dbpedia.org/resource/Rostov	Rostov_City_North	OK	Page
http://fa.dbpedia.org/resource/روستوف	Rostov_City_North	ER	Wikipedia
http://fi.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://fr.dbpedia.org/resource/Rostov_Veliki	Rostov_City_North	OK	Page
http://ga.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://he.dbpedia.org/resource/רוסטוב	Rostov_City_North	ER	Wikipedia
http://hr.dbpedia.org/resource/Rostov_Veliki	Rostov_City_North	ER	Wikipedia
http://it.dbpedia.org/resource/Rostov_Velikij	Rostov_City_North	ER	Wikipedia
http://ja.dbpedia.org/resource/ロストフ	Rostov_City_North	OK	Page
http://ko.dbpedia.org/resource/로스토프	Rostov_City_North	OK	Page
http://ko.dbpedia.org/resource/로스토프벨리키	Rostov_City_North	OK	Page
http://la.dbpedia.org/resource/Rostovia	Rostov_City_North	ER	Wikipedia
http://lt.dbpedia.org/resource/Rostovas	Rostov_City_North	ER	Wikipedia
http://lv.dbpedia.org/resource/Rostova	Rostov_City_North	ER	Wikipedia
http://mk.dbpedia.org/resource/Ростов	Rostov_City_North	ER	Wikipedia
http://mr.dbpedia.org/resource/रोस्तोव,_रशिया	Rostov_City_North	ER	Wikipedia
http://nl.dbpedia.org/resource/Rostov_Veliki	Rostov_City_North	OK	Page
http://nn.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://no.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://pl.dbpedia.org/resource/Rostów	Rostov_City_North	OK	
http://pt.dbpedia.org/resource/Rostov	Rostov_City_North	OK	Page
http://rdf.freebase.com/ns/m.02bx23	Error	ER	Page
http://ru.dbpedia.org/resource/Ростов	Rostov_City_North	ER	Wikipedia
http://sco.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://simple.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://sr.dbpedia.org/resource/Ростов	Rostov_City_North	ER	Wikipedia
http://sv.dbpedia.org/resource/Rostov	Rostov_City_North	OK	Page
http://tg.dbpedia.org/resource/Ростов	Rostov_City_North	ER	Wikipedia
http://tr.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://uk.dbpedia.org/resource/Ростов	Rostov_City_North	ER	Wikipedia
http://war.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://www.wikidata.org/entity/Q193342	Rostov_City_North	OK	Page
http://zh.dbpedia.org/resource/罗斯托夫	Rostov_City_North	ER	Wikipedia
http://be-x-old.dbpedia.org/resource/%D0%A0%D0%B0%D1%81%D1%82%D0%BE%D1%9E-%D0%BD%D0%B0-%D0%94%D0%BE%D0%BD%D0%B5	Rostov-on-Don	ER	Wikipedia
http://be.dbpedia.org/resource/%D0%93%D0%BE%D1%80%D0%B0%D0%B4_%D0%A0%D0%B0%D1%81%D1%82%D0%BE%D1%9E-%D0%BD%D0%B0-%D0%94%D0%BE%D0%BD%D0%B5	Rostov-on-Don	ER	Wikipedia
http://be.dbpedia.org/resource/%D0%93%D0%BE%D1%80%D0%B0%D0%B4_%D0%A0%D0%B0%D1%81%D1%82%D0%BE%D1%9E	Rostov_City_North	ER	Wikipedia
http://bg.dbpedia.org/resource/%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2	Rostov_City_North	ER	Wikipedia
http://bg.dbpedia.org/resource/%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2_%D0%BD%D0%B0_%D0%94%D0%BE%D0%BD	Rostov-on-Don	ER	Wikipedia
http://dbpedia.org/resource/Rostov_(disambiguation)	Uncertain	OK	Page
http://de.dbpedia.org/resource/Rostow_(Begriffsklärung)	Uncertain	ER	Wikipedia
http://es.dbpedia.org/resource/Rostov_(desambiguación)	Uncertain	OK	Page
http://fa.dbpedia.org/resource/روستوف_(ابهام‌زدایی)	Rostov_City_North	ER	Wikipedia
http://fr.dbpedia.org/resource/Rostov	Uncertain	OK	Page
http://fr.dbpedia.org/resource/Rostov_(homonymie)	Uncertain	ER	Wikipedia
http://he.dbpedia.org/resource/רוסטוב_(פירושונים)	Uncertain	ER	Wikipedia
http://hr.dbpedia.org/resource/Rostov	Uncertain	ER	Wikipedia
http://hy.dbpedia.org/resource/Ռոստով	Uncertain	ER	Wikipedia
http://it.dbpedia.org/resource/Rostov	Rostov-on-Don	ER	Wikipedia
http://ko.dbpedia.org/resource/로스토프_(동음이의)	Uncertain	OK	Page
http://nl.dbpedia.org/resource/Rostov	Uncertain	OK	Page
http://pt.dbpedia.org/resource/Rostov_(desambiguação)	Uncertain	OK	Page
http://ro.dbpedia.org/resource/Rostov	Uncertain	OK	Page
http://ru.dbpedia.org/resource/Ростов_(значения)	Uncertain	ER	Wikipedia
http://sco.dbpedia.org/resource/Rostov_(disambiguation)	Uncertain	ER	Wikipedia
http://sr.dbpedia.org/resource/Ростов_(вишезначна_одредница)	Uncertain	ER	Wikipedia
http://uk.dbpedia.org/resource/Ростов_(значення)	Uncertain	ER	Wikipedia
http://www.wikidata.org/entity/Q230475	Uncertain	OK	Page
http://bg.dbpedia.org/resource/Ростов_(пояснение)	Uncertain	ER	Wikipedia
http://hy.dbpedia.org/resource/Ռոստով_(այլ_կիրառումներ)	Uncertain	ER	Wikipedia
http://bs.dbpedia.org/resource/Rostov_na_Donu	Rostov-on-Don	ER	Wikipedia
http://ce.dbpedia.org/resource/Дон-тӀера-Ростов	Rostov-on-Don	ER	Wikipedia
http://ce.dbpedia.org/resource/Ростов	Rostov_City_North	ER	Wikipedia
http://cv.dbpedia.org/resource/%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2-%D0%A2%D0%B0%D0%BD-%C3%A7%D0%B8%D0%BD%D1%87%D0%B8	Rostov-on-Don	ER	Wikipedia
http://dbpedia.org/resource/%D0%A0%D0%BE%D1%81%D1%82%D0%BE%CC%81%D0%B2-%D0%BD%D0%B0-%D0%94%D0%BE%D0%BD%D1%83%CC%81	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Росто́в-на-Дону́	Rostov-on-Don	OK	Page
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001d04ad	Error	ER	Page
http://dbpedia.org/resource/Principality_of_Rostov	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rost%C3%B3w_n._Donem	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostów_n._Donem	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostof	Rostov_City_North	OK	Page
http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000257043	Error	ER	Page
http://dbpedia.org/resource/Rostofa	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostov-Na-Donu	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostov-On-The-Don	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostov-Velikiy	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostov-Veliky	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostov-Yaroslavski	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostov-na-Donu	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostov-na-donu	Rostov-on-Don	OK	Page
http://la.dbpedia.org/resource/Rostovia_ad_Tanaim	Rostov-on-Don	ER	Wikipedia
http://mn.dbpedia.org/resource/Донын_Ростов	Rostov-on-Don	ER	Wikipedia
http://mpii.de/yago/resource/Rostov-on-Don	Rostov-on-Don	ER	Url
http://mr.dbpedia.org/resource/रोस्तोव_दॉन	Rostov-on-Don	ER	Wikipedia
http://musicbrainz.org/area/4c13267c-6995-4c02-8aa4-c11b5f4f52e7#_	Rostov-on-Don	OK	Page
http://oc.dbpedia.org/resource/Rostòv_de_Dòn	Rostov-on-Don	ER	Wikipedia
http://rdf.freebase.com/ns/m/01v15f	Error	ER	Page
http://sws.geonames.org/501175/	Rostov-on-Don	OK	Page
http://tl.dbpedia.org/resource/Rostov-on-Don	Rostov-on-Don	ER	Wikipedia
http://tt.dbpedia.org/resource/Ростов-на-Дону	Rostov-on-Don	ER	Wikipedia
http://ur.dbpedia.org/resource/روستوو_نا_دانو	Rostov-on-Don	ER	Wikipedia
http://wikidata.dbpedia.org/resource/Q908	Error	ER	Page
http://wikidata.org/entity/Q908	Rostov-on-Don	OK	Page
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Rostov-on-Don	Rostov-on-Don	ER	Url
http://yago-knowledge.org/resource/Rostov-on-Don	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostov-on-the-Don	Rostov-on-Don	OK	Page
http://mpii.de/yago/resource/Rostov	Uncertain	ER	Page
http://mr.dbpedia.org/resource/रोस्तोव	Rostov_City_North	ER	Wikipedia
http://musicbrainz.org/area/72749c92-cb21-4963-a567-564737802316#_	Rostov_City_North	OK	Page
http://sw.opencyc.org/2008/06/10/concept/Mx4r2wBvvruJQdefBI1Is9P6dg	Error	ER	Page
http://sw.opencyc.org/2008/06/10/concept/Mx4rXIjH_I42EdaAAACgycbQqA	Error	ER	Page
http://sw.opencyc.org/concept/Mx4r2wBvvruJQdefBI1Is9P6dg	Error	ER	Page
http://sw.opencyc.org/concept/Mx4rXIjH_I42EdaAAACgycbQqA	Error	ER	Page
http://sws.geonames.org/501183/	Rostov_City_North	OK	Page
http://vi.dbpedia.org/resource/Rostov	Rostov_City_North	ER	Wikipedia
http://wikidata.dbpedia.org/resource/Q193342	Error	ER	Page
http://wikidata.org/entity/Q193342	Rostov_City_North	OK	Page
http://yago-knowledge.org/resource/Rostov	Rostov_City_North	OK	Page
http://wikidata.dbpedia.org/resource/Q230475	Error	ER	Page
http://wikidata.org/entity/Q230475	Uncertain	OK	Page
http://dbpedia.org/resource/Rostov_Velikii	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostov_Velikiy	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostov_Veliky	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostov_n%C3%A1_Donu	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostov_ná_Donu	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostov_na_Donu	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostov_on_Don	Rostov-on-Don	OK	Page
http://dbpedia.org/resource/Rostov_the_Great	Rostov_City_North	OK	Page
http://dbpedia.org/resource/Rostow_n._Donem	Rostov-on-Don	OK	Page
http://de.dbpedia.org/resource/Rostow_(Begriffskl%C3%A4rung)	Uncertain	ER	Wikipedia
