Entity	Annotation	Status	Provenance
http://af.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://ar.dbpedia.org/resource/أكرة	Uncertain	ER	Wikipedia
http://az.dbpedia.org/resource/Aqra	Agra_City_India	ER	Wikipedia
http://be-x-old.dbpedia.org/resource/Агра	Agra_City_India	ER	Wikipedia
http://be.dbpedia.org/resource/Горад_Агра	Agra_City_India	ER	Wikipedia
http://bg.dbpedia.org/resource/Агра	Agra_City_India	ER	Wikipedia
http://bn.dbpedia.org/resource/আগ্রা	Agra_City_India	ER	Wikipedia
http://bpy.dbpedia.org/resource/আগ্রা	Agra_City_India	ER	Wikipedia
http://ca.dbpedia.org/resource/Agra	Agra_City_India	OK	Page
http://cs.dbpedia.org/resource/Ágra	Agra_City_India	OK	Page
http://cy.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://da.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://dbpedia.org/resource/Agra	Agra_City_India	OK	Page
http://de.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://el.dbpedia.org/resource/Άγκρα	Agra_City_India	OK	Page
http://eo.dbpedia.org/resource/Agra	Agra_City_India	OK	Page
http://es.dbpedia.org/resource/Agra	Agra_City_India	OK	Page
http://et.dbpedia.org/resource/Āgra	Agra_City_India	ER	Wikipedia
http://eu.dbpedia.org/resource/Agra	Uncertain	OK	Page
http://fa.dbpedia.org/resource/آگره	Agra_City_India	ER	Wikipedia
http://fi.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://fr.dbpedia.org/resource/Agra	Agra_City_India	OK	Page
http://fr.dbpedia.org/resource/Āgrā	Agra_City_India	OK	Page
http://gl.dbpedia.org/resource/Agra_-_आगरा	Error	ER	Page
http://gu.dbpedia.org/resource/આગ્રા	Agra_City_India	ER	Wikipedia
http://he.dbpedia.org/resource/אגרה_(הודו)	Agra_City_India	ER	Wikipedia
http://hi.dbpedia.org/resource/आगरा	Agra_City_India	ER	Wikipedia
http://hr.dbpedia.org/resource/Agra_(Uttar_Pradesh,_Indija)	Agra_City_India	ER	Wikipedia
http://hu.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://hy.dbpedia.org/resource/Ագրե	Agra_City_India	ER	Wikipedia
http://id.dbpedia.org/resource/Agra	Agra_City_India	OK	Page
http://it.dbpedia.org/resource/Agra	Uncertain	ER	Wikipedia
http://it.dbpedia.org/resource/Agra_(India)	Agra_City_India	ER	Wikipedia
http://ja.dbpedia.org/resource/アーグラ	Agra_City_India	OK	Page
http://ka.dbpedia.org/resource/აგრა	Agra_City_India	ER	Wikipedia
http://kn.dbpedia.org/resource/ಆಗ್ರಾ	Agra_City_India	ER	Wikipedia
http://ko.dbpedia.org/resource/아그라	Agra_City_India	OK	Page
http://la.dbpedia.org/resource/Agra_(India)	Agra_City_India	ER	Wikipedia
http://lmo.dbpedia.org/resource/Agra_(India)	Agra_City_India	ER	Wikipedia
http://lt.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://lv.dbpedia.org/resource/Āgra	Agra_City_India	ER	Wikipedia
http://ml.dbpedia.org/resource/ആഗ്ര	Agra_City_India	ER	Wikipedia
http://mr.dbpedia.org/resource/आग्रा	Agra_City_India	ER	Wikipedia
http://ms.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://mzn.dbpedia.org/resource/آگرا	Uncertain	ER	Wikipedia
http://ne.dbpedia.org/resource/आगरा	Agra_City_India	ER	Wikipedia
http://new.dbpedia.org/resource/आगरा	Agra_City_India	ER	Wikipedia
http://new.dbpedia.org/resource/आग्रा	Agra_City_India	ER	Wikipedia
http://nl.dbpedia.org/resource/Agra_(India)	Agra_City_India	OK	Page
http://no.dbpedia.org/resource/Agra_(by_i_India)	Agra_City_India	ER	Wikipedia
http://pl.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://pms.dbpedia.org/resource/Agra_(India)	Agra_City_India	ER	Wikipedia
http://pnb.dbpedia.org/resource/آگرہ	Agra_City_India	ER	Wikipedia
http://pt.dbpedia.org/resource/Agra_(Índia)	Agra_City_India	OK	Page
http://ro.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://ru.dbpedia.org/resource/Агра	Agra_City_India	ER	Wikipedia
http://sh.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://simple.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://sk.dbpedia.org/resource/Ágra	Agra_City_India	ER	Wikipedia
http://sr.dbpedia.org/resource/Агра	Agra_City_India	ER	Wikipedia
http://sv.dbpedia.org/resource/Agra	Agra_City_India	OK	Page
http://ta.dbpedia.org/resource/ஆக்ரா	Agra_City_India	ER	Wikipedia
http://te.dbpedia.org/resource/ఆగ్రా	Agra_City_India	ER	Wikipedia
http://th.dbpedia.org/resource/อัคระ	Agra_City_India	ER	Wikipedia
http://tl.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://tr.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://uk.dbpedia.org/resource/Аґра	Agra_City_India	ER	Wikipedia
http://ur.dbpedia.org/resource/آگرہ	Agra_City_India	ER	Wikipedia
http://uz.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://vi.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://war.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://www.wikidata.org/entity/Q42941	Agra_City_India	OK	Page
http://zh.dbpedia.org/resource/阿格拉	Agra_City_India	ER	Wikipedia
http://ar.dbpedia.org/resource/%D8%A3%D9%83%D8%B1%D8%A9	Uncertain	ER	Wikipedia
http://ar.dbpedia.org/resource/أغرة	Agra_City_India	ER	Wikipedia
http://commons.dbpedia.org/resource/Category:Agra,_India	Agra_City_India	ER	Wikipedia
http://rdf.freebase.com/ns/m.01zxx9	Error	ER	Page
http://be-x-old.dbpedia.org/resource/%D0%90%D0%B3%D1%80%D0%B0	Agra_City_India	ER	Wikipedia
http://be.dbpedia.org/resource/%D0%93%D0%BE%D1%80%D0%B0%D0%B4_%D0%90%D0%B3%D1%80%D0%B0	Agra_City_India	ER	Wikipedia
http://bg.dbpedia.org/resource/%D0%90%D0%B3%D1%80%D0%B0	Agra_City_India	ER	Wikipedia
http://bn.dbpedia.org/resource/%E0%A6%86%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE	Agra_City_India	ER	Wikipedia
http://bpy.dbpedia.org/resource/%E0%A6%86%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE	Agra_City_India	ER	Wikipedia
http://ca.dbpedia.org/resource/Agra_(desambiguaci%C3%B3)	Uncertain	OK	Page
http://ca.dbpedia.org/resource/Agra_(desambiguació)	Uncertain	OK	Page
http://cs.dbpedia.org/resource/Agra	Uncertain	OK	Page
http://dbpedia.org/resource/Agra_(disambiguation)	Uncertain	OK	Page
http://de.dbpedia.org/resource/Agra_(Begriffsklärung)	Uncertain	ER	Wikipedia
http://eo.dbpedia.org/resource/Agra_(apartigilo)	Uncertain	ER	Wikipedia
http://es.dbpedia.org/resource/Agra_(desambiguación)	Uncertain	OK	Page
http://et.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://fr.dbpedia.org/resource/Agra_(homonymie)	Uncertain	OK	Page
http://gl.dbpedia.org/resource/Agra	Uncertain	OK	Page
http://he.dbpedia.org/resource/אגרה	Uncertain	ER	Wikipedia
http://hr.dbpedia.org/resource/Agra	Uncertain	ER	Wikipedia
http://it.dbpedia.org/resource/Agra_(disambigua)	Error	ER	Wikipedia
http://ja.dbpedia.org/resource/アグラ	Uncertain	OK	Page
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	Uncertain	ER	Wikipedia
http://lmo.dbpedia.org/resource/Agra	Uncertain	ER	Wikipedia
http://lv.dbpedia.org/resource/Agra	Uncertain	ER	Wikipedia
http://nl.dbpedia.org/resource/Agra	Uncertain	OK	Page
http://no.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://pl.dbpedia.org/resource/Agra_(ujednoznacznienie)	Uncertain	ER	Wikipedia
http://pms.dbpedia.org/resource/Agra	Uncertain	ER	Wikipedia
http://pt.dbpedia.org/resource/Agra	Agra_City_India	OK	Wikipedia
http://pt.dbpedia.org/resource/Agra_(desambiguação)	Uncertain	OK	Page
http://ru.dbpedia.org/resource/Агара	Uncertain	ER	Wikipedia
http://ru.dbpedia.org/resource/Агра_(значения)	Uncertain	ER	Wikipedia
http://sl.dbpedia.org/resource/Agra	Uncertain	ER	Wikipedia
http://sr.dbpedia.org/resource/Огра	Uncertain	ER	Wikipedia
http://uk.dbpedia.org/resource/Агра_(значення)	Uncertain	ER	Wikipedia
http://vo.dbpedia.org/resource/Agra	Uncertain	ER	Wikipedia
http://www.wikidata.org/entity/Q395821	Uncertain	OK	Page
http://zh.dbpedia.org/resource/阿格拉_(消歧义)	Uncertain	ER	Wikipedia
http://ca.dbpedia.org/resource/Districte_d'Agra	Agra_District_India	OK	Page
http://dbpedia.org/resource/Agra_district	Agra_District_India	OK	Page
http://es.dbpedia.org/resource/Distrito_de_Agra	Agra_District_India	OK	Page
http://fr.dbpedia.org/resource/District_d'Agra	Agra_District_India	OK	Page
http://gu.dbpedia.org/resource/આગ્રા_જિલ્લો	Agra_District_India	ER	Wikipedia
http://hi.dbpedia.org/resource/आगरा_ज़िला	Agra_District_India	ER	Wikipedia
http://hi.dbpedia.org/resource/आगरा_जिला	Agra_District_India	ER	Wikipedia
http://it.dbpedia.org/resource/Distretto_di_Agra	Agra_District_India	ER	Wikipedia
http://mr.dbpedia.org/resource/आग्रा_जिल्हा	Agra_District_India	ER	Wikipedia
http://ne.dbpedia.org/resource/आगरा_जिल्ला	Agra_District_India	ER	Wikipedia
http://new.dbpedia.org/resource/आगरा_जिल्ला	Agra_District_India	ER	Wikipedia
http://nl.dbpedia.org/resource/Agra_(district)	Agra_District_India	OK	Page
http://no.dbpedia.org/resource/Agra_(distrikt)	Agra_District_India	ER	Wikipedia
http://pl.dbpedia.org/resource/Agra_(dystrykt)	Agra_District_India	ER	Wikipedia
http://pnb.dbpedia.org/resource/ضلع_آگرہ	Agra_District_India	ER	Wikipedia
http://rdf.freebase.com/ns/m.07rlm3	Error	ER	Page
http://ru.dbpedia.org/resource/Агра_(округ)	Agra_District_India	ER	Wikipedia
http://sv.dbpedia.org/resource/Agra_(distrikt)	Agra_District_India	ER	Wikipedia
http://ta.dbpedia.org/resource/ஆக்ரா_மாவட்டம்	Agra_District_India	ER	Wikipedia
http://ur.dbpedia.org/resource/آگرہ_ضلع	Agra_District_India	ER	Wikipedia
http://vi.dbpedia.org/resource/Agra_(huyện)	Agra_District_India	ER	Wikipedia
http://www.wikidata.org/entity/Q606343	Agra_District_India	ER	Wikipedia
http://zh.dbpedia.org/resource/阿格拉縣	Agra_District_India	ER	Wikipedia
http://ce.dbpedia.org/resource/Агра	Agra_City_India	ER	Wikipedia
http://cs.dbpedia.org/resource/%C3%81gra	Agra_City_India	OK	Page
http://data.nytimes.com/48012979307513148701	Error	ER	Page
http://data.nytimes.com/agra_india_geo	Error	ER	Page
http://rdf.freebase.com/ns/en.agra	Error	ER	Page
http://sws.geonames.org/1279259/	Agra_City_India	OK	Page
http://dbpedia.org/resource/%C4%80gra	Agra_City_India	ER	Wikipedia
http://dbpedia.org/resource/Āgra	Agra_City_India	ER	Wikipedia
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001f7389	Error	ER	Page
http://dbpedia.org/resource/%D8%A2%DA%AF%D8%B1%D8%A7	Agra_City_India	OK	Page
http://dbpedia.org/resource/آگرا	Agra_City_India	OK	Page
http://dbpedia.org/resource/%E0%A4%86%E0%A4%97%E0%A4%B0%E0%A4%BE	Agra_City_India	OK	Page
http://dbpedia.org/resource/आगरा	Agra_City_India	OK	Page
http://dbpedia.org/resource/Agara	Uncertain	OK	Page - Agara_Disambiguation
http://mpii.de/yago/resource/Agara	Error	ER	Page
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000a1d3bc7	Error	ER	Page
http://vi.dbpedia.org/resource/Agara,_Yelandur	Agara_Yelandur	ER	Wikipedia
http://wikidata.dbpedia.org/resource/Q4691273	Error	ER	Page
http://wikidata.org/entity/Q4691273	Uncertain	OK	Page
http://www.wikidata.org/entity/Q4691273	Uncertain	OK	Page
http://dbpedia.org/resource/Agra%2C_India	Agra_City_India	OK	Page
http://dbpedia.org/resource/Agra%2C_Uttar_Pradesh	Agra_City_India	OK	Page
http://dbpedia.org/resource/Agra,_India	Agra_City_India	OK	Page
http://dbpedia.org/resource/Agra,_Uttar_Pradesh	Agra_City_India	OK	Page
http://gl.dbpedia.org/resource/Agra,_India	Agra_City_India	OK	Page
http://mn.dbpedia.org/resource/Агра	Agra_City_India	ER	Wikipedia
http://mpii.de/yago/resource/Agra	Error	ER	Page
http://musicbrainz.org/area/8298a9d9-635c-4183-84cf-5c251dcfcd8c#_	Agra_City_India	OK	Page
http://nn.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://pa.dbpedia.org/resource/ਆਗਰਾ	Agra_City_India	ER	Wikipedia
http://rdf.freebase.com/ns/m/01zxx9	Error	ER	Page
http://sa.dbpedia.org/resource/आग्रा	Agra_City_India	ER	Wikipedia
http://sah.dbpedia.org/resource/Агра	Agra_City_India	ER	Wikipedia
http://sco.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://tt.dbpedia.org/resource/Agra	Agra_City_India	ER	Wikipedia
http://wikidata.dbpedia.org/resource/Q42941	Error	ER	Page
http://wikidata.org/entity/Q42941	Agra_City_India	OK	Page
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Agra	Error	ER	Page
http://yago-knowledge.org/resource/Agra	Agra_City_India	OK	Page
http://sco.dbpedia.org/resource/Agra_(disambiguation)	Uncertain	ER	Wikipedia
http://sh.dbpedia.org/resource/Ogra	Uncertain	ER	Wikipedia
http://wikidata.dbpedia.org/resource/Q395821	Agra_City_India	ER	Wikipedia
http://wikidata.org/entity/Q395821	Uncertain	OK	Page
http://dbpedia.org/resource/Agra_District	Agra_District_India	OK	Page
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000007bca63	Error	ER	Page
http://sws.geonames.org/1279262/	Agra_District_India	OK	Page
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Agra_District	Error	ER	Page
http://mpii.de/yago/resource/Agra_district	Error	ER	Page
http://rdf.freebase.com/ns/m/07rlm3	Error	ER	Page
http://sa.dbpedia.org/resource/आग्रामण्डलम्	Agra_District_India	ER	Wikipedia
http://sco.dbpedia.org/resource/Agra_destrict	Agra_District_India	ER	Wikipedia
http://sw.cyc.com/concept/Mx4rkE976upUQdiF9ZzI3QRsYQ	Error	ER	Page
http://sw.opencyc.org/2008/06/10/concept/Mx4rkE976upUQdiF9ZzI3QRsYQ	Error	ER	Page
http://sw.opencyc.org/concept/Mx4rkE976upUQdiF9ZzI3QRsYQ	Error	ER	Page
http://wikidata.dbpedia.org/resource/Q606343	Error	ER	Page
http://wikidata.org/entity/Q606343	Agra_District_India	OK	Page
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Agra_district	Error	ER	Page
http://yago-knowledge.org/resource/Agra_district	Agra_District_India	OK	Page
http://dbpedia.org/resource/Agra_newspapers	Agra_City_India	OK	Page
http://dbpedia.org/resource/Eklavya_Sports_Stadium	Eklavya_Sports_Stadium	OK	Page
http://rdf.freebase.com/ns/m.0s8wzqb	Error	ER	Page
http://wikidata.dbpedia.org/resource/Q16919556	Error	ER	Page
http://wikidata.org/entity/Q16919556	Eklavya_Sports_Stadium	OK	Page
http://dbpedia.org/resource/UN/LOCODE:INAGR	Agra_City_India	OK	Page
http://de.dbpedia.org/resource/Agra_(Begriffskl%C3%A4rung)	Uncertain	ER	Wikipedia
http://el.dbpedia.org/resource/%CE%86%CE%B3%CE%BA%CF%81%CE%B1	Agra_City_India	OK	Page
http://es.dbpedia.org/resource/Agra_(desambiguaci%C3%B3n)	Uncertain	OK	Page
http://et.dbpedia.org/resource/%C4%80gra	Agra_City_India	ER	Wikipedia
http://fa.dbpedia.org/resource/%D8%A2%DA%AF%D8%B1%D9%87	Agra_City_India	ER	Wikipedia
http://fr.dbpedia.org/resource/%C4%80gr%C4%81	Agra_City_India	OK	Page
http://gl.dbpedia.org/resource/Agra_-_%E0%A4%86%E0%A4%97%E0%A4%B0%E0%A4%BE	Error	ER	Wikipedia
http://gu.dbpedia.org/resource/%E0%AA%86%E0%AA%97%E0%AB%8D%E0%AA%B0%E0%AA%BE	Agra_City_India	ER	Wikipedia
http://gu.dbpedia.org/resource/%E0%AA%86%E0%AA%97%E0%AB%8D%E0%AA%B0%E0%AA%BE_%E0%AA%9C%E0%AA%BF%E0%AA%B2%E0%AB%8D%E0%AA%B2%E0%AB%8B	Agra_District_India	ER	Wikipedia
http://he.dbpedia.org/resource/%D7%90%D7%92%D7%A8%D7%94	Uncertain	ER	Wikipedia
http://he.dbpedia.org/resource/%D7%90%D7%92%D7%A8%D7%94_(%D7%94%D7%95%D7%93%D7%95)	Agra_City_India	ER	Wikipedia
http://hi.dbpedia.org/resource/%E0%A4%86%E0%A4%97%E0%A4%B0%E0%A4%BE	Agra_City_India	ER	Wikipedia
http://hi.dbpedia.org/resource/%E0%A4%86%E0%A4%97%E0%A4%B0%E0%A4%BE_%E0%A4%9C%E0%A4%BC%E0%A4%BF%E0%A4%B2%E0%A4%BE	Agra_District_India	ER	Wikipedia
